Trial,Strategy,Threshold_Dist,Step,Adoption_Fraction,Final_Fraction,TimeToConverge
7,Random,Uniform,44,0.0735,0.0735,13
7,Random,Uniform,45,0.0735,0.0735,13
7,Random,Uniform,46,0.0735,0.0735,13
7,Random,Uniform,47,0.0735,0.0735,13
7,Random,Uniform,48,0.0735,0.0735,13
7,Random,Uniform,49,0.0735,0.0735,13
7,Degree,Uniform,0,0.01,0.4635,12
7,Degree,Uniform,1,0.1915,0.4635,12
7,Degree,Uniform,2,0.2885,0.4635,12
7,Degree,Uniform,3,0.3555,0.4635,12
7,Degree,Uniform,4,0.396,0.4635,12
7,Degree,Uniform,5,0.4295,0.4635,12
7,Degree,Uniform,6,0.4435,0.4635,12
7,Degree,Uniform,7,0.4515,0.4635,12
7,Degree,Uniform,8,0.4535,0.4635,12
7,Degree,Uniform,9,0.456,0.4635,12
7,Degree,Uniform,10,0.4595,0.4635,12
7,Degree,Uniform,11,0.462,0.4635,12
7,Degree,Uniform,12,0.4635,0.4635,12
7,Degree,Uniform,13,0.4635,0.4635,12
7,Degree,Uniform,14,0.4635,0.4635,12
7,Degree,Uniform,15,0.4635,0.4635,12
7,Degree,Uniform,16,0.4635,0.4635,12
7,Degree,Uniform,17,0.4635,0.4635,12
7,Degree,Uniform,18,0.4635,0.4635,12
7,Degree,Uniform,19,0.4635,0.4635,12
7,Degree,Uniform,20,0.4635,0.4635,12
7,Degree,Uniform,21,0.4635,0.4635,12
7,Degree,Uniform,22,0.4635,0.4635,12
7,Degree,Uniform,23,0.4635,0.4635,12
7,Degree,Uniform,24,0.4635,0.4635,12
7,Degree,Uniform,25,0.4635,0.4635,12
7,Degree,Uniform,26,0.4635,0.4635,12
7,Degree,Uniform,27,0.4635,0.4635,12
7,Degree,Uniform,28,0.4635,0.4635,12
7,Degree,Uniform,29,0.4635,0.4635,12
7,Degree,Uniform,30,0.4635,0.4635,12
7,Degree,Uniform,31,0.4635,0.4635,12
7,Degree,Uniform,32,0.4635,0.4635,12
7,Degree,Uniform,33,0.4635,0.4635,12
7,Degree,Uniform,34,0.4635,0.4635,12
7,Degree,Uniform,35,0.4635,0.4635,12
7,Degree,Uniform,36,0.4635,0.4635,12
7,Degree,Uniform,37,0.4635,0.4635,12
7,Degree,Uniform,38,0.4635,0.4635,12
7,Degree,Uniform,39,0.4635,0.4635,12
7,Degree,Uniform,40,0.4635,0.4635,12
7,Degree,Uniform,41,0.4635,0.4635,12
7,Degree,Uniform,42,0.4635,0.4635,12
7,Degree,Uniform,43,0.4635,0.4635,12
7,Degree,Uniform,44,0.4635,0.4635,12
7,Degree,Uniform,45,0.4635,0.4635,12
7,Degree,Uniform,46,0.4635,0.4635,12
7,Degree,Uniform,47,0.4635,0.4635,12
7,Degree,Uniform,48,0.4635,0.4635,12
7,Degree,Uniform,49,0.4635,0.4635,12
7,Betweenness,Uniform,0,0.01,0.4495,10
7,Betweenness,Uniform,1,0.1915,0.4495,10
7,Betweenness,Uniform,2,0.29,0.4495,10
7,Betweenness,Uniform,3,0.3545,0.4495,10
7,Betweenness,Uniform,4,0.395,0.4495,10
7,Betweenness,Uniform,5,0.4265,0.4495,10
7,Betweenness,Uniform,6,0.439,0.4495,10
7,Betweenness,Uniform,7,0.445,0.4495,10
7,Betweenness,Uniform,8,0.447,0.4495,10
7,Betweenness,Uniform,9,0.449,0.4495,10
7,Betweenness,Uniform,10,0.4495,0.4495,10
7,Betweenness,Uniform,11,0.4495,0.4495,10
7,Betweenness,Uniform,12,0.4495,0.4495,10
7,Betweenness,Uniform,13,0.4495,0.4495,10
7,Betweenness,Uniform,14,0.4495,0.4495,10
7,Betweenness,Uniform,15,0.4495,0.4495,10
7,Betweenness,Uniform,16,0.4495,0.4495,10
7,Betweenness,Uniform,17,0.4495,0.4495,10
7,Betweenness,Uniform,18,0.4495,0.4495,10
7,Betweenness,Uniform,19,0.4495,0.4495,10
7,Betweenness,Uniform,20,0.4495,0.4495,10
7,Betweenness,Uniform,21,0.4495,0.4495,10
7,Betweenness,Uniform,22,0.4495,0.4495,10
7,Betweenness,Uniform,23,0.4495,0.4495,10
7,Betweenness,Uniform,24,0.4495,0.4495,10
7,Betweenness,Uniform,25,0.4495,0.4495,10
7,Betweenness,Uniform,26,0.4495,0.4495,10
7,Betweenness,Uniform,27,0.4495,0.4495,10
7,Betweenness,Uniform,28,0.4495,0.4495,10
7,Betweenness,Uniform,29,0.4495,0.4495,10
7,Betweenness,Uniform,30,0.4495,0.4495,10
7,Betweenness,Uniform,31,0.4495,0.4495,10
7,Betweenness,Uniform,32,0.4495,0.4495,10
7,Betweenness,Uniform,33,0.4495,0.4495,10
7,Betweenness,Uniform,34,0.4495,0.4495,10
7,Betweenness,Uniform,35,0.4495,0.4495,10
7,Betweenness,Uniform,36,0.4495,0.4495,10
7,Betweenness,Uniform,37,0.4495,0.4495,10
7,Betweenness,Uniform,38,0.4495,0.4495,10
7,Betweenness,Uniform,39,0.4495,0.4495,10
7,Betweenness,Uniform,40,0.4495,0.4495,10
7,Betweenness,Uniform,41,0.4495,0.4495,10
7,Betweenness,Uniform,42,0.4495,0.4495,10
7,Betweenness,Uniform,43,0.4495,0.4495,10
7,Betweenness,Uniform,44,0.4495,0.4495,10
7,Betweenness,Uniform,45,0.4495,0.4495,10
7,Betweenness,Uniform,46,0.4495,0.4495,10
7,Betweenness,Uniform,47,0.4495,0.4495,10
7,Betweenness,Uniform,48,0.4495,0.4495,10
7,Betweenness,Uniform,49,0.4495,0.4495,10
8,Random,Uniform,0,0.01,0.0885,19
8,Random,Uniform,1,0.0165,0.0885,19
8,Random,Uniform,2,0.024,0.0885,19
8,Random,Uniform,3,0.029,0.0885,19
8,Random,Uniform,4,0.0345,0.0885,19
8,Random,Uniform,5,0.0365,0.0885,19
8,Random,Uniform,6,0.0415,0.0885,19
8,Random,Uniform,7,0.0485,0.0885,19
8,Random,Uniform,8,0.052,0.0885,19
8,Random,Uniform,9,0.0555,0.0885,19
8,Random,Uniform,10,0.057,0.0885,19
8,Random,Uniform,11,0.062,0.0885,19
8,Random,Uniform,12,0.065,0.0885,19
8,Random,Uniform,13,0.07,0.0885,19
8,Random,Uniform,14,0.0735,0.0885,19
8,Random,Uniform,15,0.075,0.0885,19
8,Random,Uniform,16,0.0755,0.0885,19
8,Random,Uniform,17,0.0825,0.0885,19
8,Random,Uniform,18,0.0875,0.0885,19
8,Random,Uniform,19,0.0885,0.0885,19
8,Random,Uniform,20,0.0885,0.0885,19
8,Random,Uniform,21,0.0885,0.0885,19
8,Random,Uniform,22,0.0885,0.0885,19
8,Random,Uniform,23,0.0885,0.0885,19
8,Random,Uniform,24,0.0885,0.0885,19
8,Random,Uniform,25,0.0885,0.0885,19
8,Random,Uniform,26,0.0885,0.0885,19
8,Random,Uniform,27,0.0885,0.0885,19
8,Random,Uniform,28,0.0885,0.0885,19
8,Random,Uniform,29,0.0885,0.0885,19
8,Random,Uniform,30,0.0885,0.0885,19
8,Random,Uniform,31,0.0885,0.0885,19
8,Random,Uniform,32,0.0885,0.0885,19
8,Random,Uniform,33,0.0885,0.0885,19
8,Random,Uniform,34,0.0885,0.0885,19
8,Random,Uniform,35,0.0885,0.0885,19
8,Random,Uniform,36,0.0885,0.0885,19
8,Random,Uniform,37,0.0885,0.0885,19
8,Random,Uniform,38,0.0885,0.0885,19
8,Random,Uniform,39,0.0885,0.0885,19
8,Random,Uniform,40,0.0885,0.0885,19
8,Random,Uniform,41,0.0885,0.0885,19
8,Random,Uniform,42,0.0885,0.0885,19
8,Random,Uniform,43,0.0885,0.0885,19
8,Random,Uniform,44,0.0885,0.0885,19
8,Random,Uniform,45,0.0885,0.0885,19
8,Random,Uniform,46,0.0885,0.0885,19
8,Random,Uniform,47,0.0885,0.0885,19
8,Random,Uniform,48,0.0885,0.0885,19
8,Random,Uniform,49,0.0885,0.0885,19
8,Degree,Uniform,0,0.01,0.552,11
8,Degree,Uniform,1,0.1875,0.552,11
8,Degree,Uniform,2,0.291,0.552,11
8,Degree,Uniform,3,0.367,0.552,11
8,Degree,Uniform,4,0.416,0.552,11
8,Degree,Uniform,5,0.463,0.552,11
8,Degree,Uniform,6,0.4875,0.552,11
8,Degree,Uniform,7,0.509,0.552,11
8,Degree,Uniform,8,0.529,0.552,11
8,Degree,Uniform,9,0.5365,0.552,11
8,Degree,Uniform,10,0.5475,0.552,11
8,Degree,Uniform,11,0.552,0.552,11
8,Degree,Uniform,12,0.552,0.552,11
8,Degree,Uniform,13,0.552,0.552,11
8,Degree,Uniform,14,0.552,0.552,11
8,Degree,Uniform,15,0.552,0.552,11
8,Degree,Uniform,16,0.552,0.552,11
8,Degree,Uniform,17,0.552,0.552,11
8,Degree,Uniform,18,0.552,0.552,11
8,Degree,Uniform,19,0.552,0.552,11
8,Degree,Uniform,20,0.552,0.552,11
8,Degree,Uniform,21,0.552,0.552,11
8,Degree,Uniform,22,0.552,0.552,11
8,Degree,Uniform,23,0.552,0.552,11
8,Degree,Uniform,24,0.552,0.552,11
8,Degree,Uniform,25,0.552,0.552,11
8,Degree,Uniform,26,0.552,0.552,11
8,Degree,Uniform,27,0.552,0.552,11
8,Degree,Uniform,28,0.552,0.552,11
8,Degree,Uniform,29,0.552,0.552,11
8,Degree,Uniform,30,0.552,0.552,11
8,Degree,Uniform,31,0.552,0.552,11
8,Degree,Uniform,32,0.552,0.552,11
8,Degree,Uniform,33,0.552,0.552,11
8,Degree,Uniform,34,0.552,0.552,11
8,Degree,Uniform,35,0.552,0.552,11
8,Degree,Uniform,36,0.552,0.552,11
8,Degree,Uniform,37,0.552,0.552,11
8,Degree,Uniform,38,0.552,0.552,11
8,Degree,Uniform,39,0.552,0.552,11
8,Degree,Uniform,40,0.552,0.552,11
8,Degree,Uniform,41,0.552,0.552,11
8,Degree,Uniform,42,0.552,0.552,11
8,Degree,Uniform,43,0.552,0.552,11
8,Degree,Uniform,44,0.552,0.552,11
8,Degree,Uniform,45,0.552,0.552,11
8,Degree,Uniform,46,0.552,0.552,11
8,Degree,Uniform,47,0.552,0.552,11
8,Degree,Uniform,48,0.552,0.552,11
8,Degree,Uniform,49,0.552,0.552,11
8,Betweenness,Uniform,0,0.01,0.5405,12
8,Betweenness,Uniform,1,0.186,0.5405,12
8,Betweenness,Uniform,2,0.2875,0.5405,12
8,Betweenness,Uniform,3,0.3595,0.5405,12
8,Betweenness,Uniform,4,0.413,0.5405,12
8,Betweenness,Uniform,5,0.457,0.5405,12
8,Betweenness,Uniform,6,0.477,0.5405,12
8,Betweenness,Uniform,7,0.4975,0.5405,12
8,Betweenness,Uniform,8,0.514,0.5405,12
8,Betweenness,Uniform,9,0.524,0.5405,12
8,Betweenness,Uniform,10,0.534,0.5405,12
8,Betweenness,Uniform,11,0.539,0.5405,12
8,Betweenness,Uniform,12,0.5405,0.5405,12
8,Betweenness,Uniform,13,0.5405,0.5405,12
8,Betweenness,Uniform,14,0.5405,0.5405,12
8,Betweenness,Uniform,15,0.5405,0.5405,12
8,Betweenness,Uniform,16,0.5405,0.5405,12
8,Betweenness,Uniform,17,0.5405,0.5405,12
8,Betweenness,Uniform,18,0.5405,0.5405,12
8,Betweenness,Uniform,19,0.5405,0.5405,12
8,Betweenness,Uniform,20,0.5405,0.5405,12
8,Betweenness,Uniform,21,0.5405,0.5405,12
8,Betweenness,Uniform,22,0.5405,0.5405,12
8,Betweenness,Uniform,23,0.5405,0.5405,12
8,Betweenness,Uniform,24,0.5405,0.5405,12
8,Betweenness,Uniform,25,0.5405,0.5405,12
8,Betweenness,Uniform,26,0.5405,0.5405,12
8,Betweenness,Uniform,27,0.5405,0.5405,12
8,Betweenness,Uniform,28,0.5405,0.5405,12
8,Betweenness,Uniform,29,0.5405,0.5405,12
8,Betweenness,Uniform,30,0.5405,0.5405,12
8,Betweenness,Uniform,31,0.5405,0.5405,12
8,Betweenness,Uniform,32,0.5405,0.5405,12
8,Betweenness,Uniform,33,0.5405,0.5405,12
8,Betweenness,Uniform,34,0.5405,0.5405,12
8,Betweenness,Uniform,35,0.5405,0.5405,12
8,Betweenness,Uniform,36,0.5405,0.5405,12
8,Betweenness,Uniform,37,0.5405,0.5405,12
8,Betweenness,Uniform,38,0.5405,0.5405,12
8,Betweenness,Uniform,39,0.5405,0.5405,12
8,Betweenness,Uniform,40,0.5405,0.5405,12
8,Betweenness,Uniform,41,0.5405,0.5405,12
8,Betweenness,Uniform,42,0.5405,0.5405,12
8,Betweenness,Uniform,43,0.5405,0.5405,12
8,Betweenness,Uniform,44,0.5405,0.5405,12
8,Betweenness,Uniform,45,0.5405,0.5405,12
8,Betweenness,Uniform,46,0.5405,0.5405,12
8,Betweenness,Uniform,47,0.5405,0.5405,12
8,Betweenness,Uniform,48,0.5405,0.5405,12
8,Betweenness,Uniform,49,0.5405,0.5405,12
9,Random,Uniform,0,0.01,0.065,5
9,Random,Uniform,1,0.033,0.065,5
9,Random,Uniform,2,0.051,0.065,5
9,Random,Uniform,3,0.06,0.065,5
9,Random,Uniform,4,0.0645,0.065,5
9,Random,Uniform,5,0.065,0.065,5
9,Random,Uniform,6,0.065,0.065,5
9,Random,Uniform,7,0.065,0.065,5
9,Random,Uniform,8,0.065,0.065,5
9,Random,Uniform,9,0.065,0.065,5
9,Random,Uniform,10,0.065,0.065,5
9,Random,Uniform,11,0.065,0.065,5
9,Random,Uniform,12,0.065,0.065,5
9,Random,Uniform,13,0.065,0.065,5
9,Random,Uniform,14,0.065,0.065,5
9,Random,Uniform,15,0.065,0.065,5
9,Random,Uniform,16,0.065,0.065,5
9,Random,Uniform,17,0.065,0.065,5
9,Random,Uniform,18,0.065,0.065,5
9,Random,Uniform,19,0.065,0.065,5
9,Random,Uniform,20,0.065,0.065,5
9,Random,Uniform,21,0.065,0.065,5
9,Random,Uniform,22,0.065,0.065,5
9,Random,Uniform,23,0.065,0.065,5
9,Random,Uniform,24,0.065,0.065,5
9,Random,Uniform,25,0.065,0.065,5
9,Random,Uniform,26,0.065,0.065,5
9,Random,Uniform,27,0.065,0.065,5
9,Random,Uniform,28,0.065,0.065,5
9,Random,Uniform,29,0.065,0.065,5
9,Random,Uniform,30,0.065,0.065,5
9,Random,Uniform,31,0.065,0.065,5
9,Random,Uniform,32,0.065,0.065,5
9,Random,Uniform,33,0.065,0.065,5
9,Random,Uniform,34,0.065,0.065,5
9,Random,Uniform,35,0.065,0.065,5
9,Random,Uniform,36,0.065,0.065,5
9,Random,Uniform,37,0.065,0.065,5
9,Random,Uniform,38,0.065,0.065,5
9,Random,Uniform,39,0.065,0.065,5
9,Random,Uniform,40,0.065,0.065,5
9,Random,Uniform,41,0.065,0.065,5
9,Random,Uniform,42,0.065,0.065,5
9,Random,Uniform,43,0.065,0.065,5
9,Random,Uniform,44,0.065,0.065,5
9,Random,Uniform,45,0.065,0.065,5
9,Random,Uniform,46,0.065,0.065,5
9,Random,Uniform,47,0.065,0.065,5
9,Random,Uniform,48,0.065,0.065,5
9,Random,Uniform,49,0.065,0.065,5
9,Degree,Uniform,0,0.01,0.574,14
9,Degree,Uniform,1,0.192,0.574,14
9,Degree,Uniform,2,0.31,0.574,14
9,Degree,Uniform,3,0.3865,0.574,14
9,Degree,Uniform,4,0.4375,0.574,14
9,Degree,Uniform,5,0.489,0.574,14
9,Degree,Uniform,6,0.5195,0.574,14
9,Degree,Uniform,7,0.55,0.574,14
9,Degree,Uniform,8,0.5605,0.574,14
9,Degree,Uniform,9,0.563,0.574,14
9,Degree,Uniform,10,0.566,0.574,14
9,Degree,Uniform,11,0.569,0.574,14
9,Degree,Uniform,12,0.571,0.574,14
9,Degree,Uniform,13,0.573,0.574,14
9,Degree,Uniform,14,0.574,0.574,14
9,Degree,Uniform,15,0.574,0.574,14
9,Degree,Uniform,16,0.574,0.574,14
9,Degree,Uniform,17,0.574,0.574,14
9,Degree,Uniform,18,0.574,0.574,14
9,Degree,Uniform,19,0.574,0.574,14
9,Degree,Uniform,20,0.574,0.574,14
9,Degree,Uniform,21,0.574,0.574,14
9,Degree,Uniform,22,0.574,0.574,14
9,Degree,Uniform,23,0.574,0.574,14
9,Degree,Uniform,24,0.574,0.574,14
9,Degree,Uniform,25,0.574,0.574,14
9,Degree,Uniform,26,0.574,0.574,14
9,Degree,Uniform,27,0.574,0.574,14
9,Degree,Uniform,28,0.574,0.574,14
9,Degree,Uniform,29,0.574,0.574,14
9,Degree,Uniform,30,0.574,0.574,14
9,Degree,Uniform,31,0.574,0.574,14
9,Degree,Uniform,32,0.574,0.574,14
9,Degree,Uniform,33,0.574,0.574,14
9,Degree,Uniform,34,0.574,0.574,14
9,Degree,Uniform,35,0.574,0.574,14
9,Degree,Uniform,36,0.574,0.574,14
9,Degree,Uniform,37,0.574,0.574,14
9,Degree,Uniform,38,0.574,0.574,14
9,Degree,Uniform,39,0.574,0.574,14
9,Degree,Uniform,40,0.574,0.574,14
9,Degree,Uniform,41,0.574,0.574,14
9,Degree,Uniform,42,0.574,0.574,14
9,Degree,Uniform,43,0.574,0.574,14
9,Degree,Uniform,44,0.574,0.574,14
9,Degree,Uniform,45,0.574,0.574,14
9,Degree,Uniform,46,0.574,0.574,14
9,Degree,Uniform,47,0.574,0.574,14
9,Degree,Uniform,48,0.574,0.574,14
9,Degree,Uniform,49,0.574,0.574,14
9,Betweenness,Uniform,0,0.01,0.569,14
9,Betweenness,Uniform,1,0.1905,0.569,14
9,Betweenness,Uniform,2,0.305,0.569,14
9,Betweenness,Uniform,3,0.3805,0.569,14
9,Betweenness,Uniform,4,0.433,0.569,14
9,Betweenness,Uniform,5,0.4805,0.569,14
9,Betweenness,Uniform,6,0.509,0.569,14
9,Betweenness,Uniform,7,0.534,0.569,14
9,Betweenness,Uniform,8,0.5495,0.569,14
9,Betweenness,Uniform,9,0.555,0.569,14
9,Betweenness,Uniform,10,0.5595,0.569,14
9,Betweenness,Uniform,11,0.5635,0.569,14
9,Betweenness,Uniform,12,0.566,0.569,14
9,Betweenness,Uniform,13,0.568,0.569,14
9,Betweenness,Uniform,14,0.569,0.569,14
9,Betweenness,Uniform,15,0.569,0.569,14
9,Betweenness,Uniform,16,0.569,0.569,14
9,Betweenness,Uniform,17,0.569,0.569,14
9,Betweenness,Uniform,18,0.569,0.569,14
9,Betweenness,Uniform,19,0.569,0.569,14
9,Betweenness,Uniform,20,0.569,0.569,14
9,Betweenness,Uniform,21,0.569,0.569,14
9,Betweenness,Uniform,22,0.569,0.569,14
9,Betweenness,Uniform,23,0.569,0.569,14
9,Betweenness,Uniform,24,0.569,0.569,14
9,Betweenness,Uniform,25,0.569,0.569,14
9,Betweenness,Uniform,26,0.569,0.569,14
9,Betweenness,Uniform,27,0.569,0.569,14
9,Betweenness,Uniform,28,0.569,0.569,14
9,Betweenness,Uniform,29,0.569,0.569,14
9,Betweenness,Uniform,30,0.569,0.569,14
9,Betweenness,Uniform,31,0.569,0.569,14
9,Betweenness,Uniform,32,0.569,0.569,14
9,Betweenness,Uniform,33,0.569,0.569,14
9,Betweenness,Uniform,34,0.569,0.569,14
9,Betweenness,Uniform,35,0.569,0.569,14
9,Betweenness,Uniform,36,0.569,0.569,14
9,Betweenness,Uniform,37,0.569,0.569,14
9,Betweenness,Uniform,38,0.569,0.569,14
9,Betweenness,Uniform,39,0.569,0.569,14
9,Betweenness,Uniform,40,0.569,0.569,14
9,Betweenness,Uniform,41,0.569,0.569,14
9,Betweenness,Uniform,42,0.569,0.569,14
9,Betweenness,Uniform,43,0.569,0.569,14
9,Betweenness,Uniform,44,0.569,0.569,14
9,Betweenness,Uniform,45,0.569,0.569,14
9,Betweenness,Uniform,46,0.569,0.569,14
9,Betweenness,Uniform,47,0.569,0.569,14
9,Betweenness,Uniform,48,0.569,0.569,14
9,Betweenness,Uniform,49,0.569,0.569,14
0,Random,Beta_Low,0,0.01,1.0,19
0,Random,Beta_Low,1,0.024,1.0,19
0,Random,Beta_Low,2,0.0445,1.0,19
0,Random,Beta_Low,3,0.0585,1.0,19
0,Random,Beta_Low,4,0.075,1.0,19
0,Random,Beta_Low,5,0.086,1.0,19
0,Random,Beta_Low,6,0.0955,1.0,19
0,Random,Beta_Low,7,0.104,1.0,19
0,Random,Beta_Low,8,0.114,1.0,19
0,Random,Beta_Low,9,0.136,1.0,19
0,Random,Beta_Low,10,0.171,1.0,19
0,Random,Beta_Low,11,0.211,1.0,19
0,Random,Beta_Low,12,0.2595,1.0,19
0,Random,Beta_Low,13,0.353,1.0,19
0,Random,Beta_Low,14,0.48,1.0,19
0,Random,Beta_Low,15,0.6415,1.0,19
0,Random,Beta_Low,16,0.8365,1.0,19
0,Random,Beta_Low,17,0.9715,1.0,19
0,Random,Beta_Low,18,0.999,1.0,19
0,Random,Beta_Low,19,1.0,1.0,19
0,Degree,Beta_Low,0,0.01,1.0,6
0,Degree,Beta_Low,1,0.323,1.0,6
0,Degree,Beta_Low,2,0.5885,1.0,6
0,Degree,Beta_Low,3,0.8165,1.0,6
0,Degree,Beta_Low,4,0.973,1.0,6
0,Degree,Beta_Low,5,0.9995,1.0,6
0,Degree,Beta_Low,6,1.0,1.0,6
0,Betweenness,Beta_Low,0,0.01,1.0,5
0,Betweenness,Beta_Low,1,0.3235,1.0,5
0,Betweenness,Beta_Low,2,0.5855,1.0,5
0,Betweenness,Beta_Low,3,0.815,1.0,5
0,Betweenness,Beta_Low,4,0.969,1.0,5
0,Betweenness,Beta_Low,5,1.0,1.0,5
1,Random,Beta_Low,0,0.01,1.0,13
1,Random,Beta_Low,1,0.0335,1.0,13
1,Random,Beta_Low,2,0.0605,1.0,13
1,Random,Beta_Low,3,0.095,1.0,13
1,Random,Beta_Low,4,0.143,1.0,13
1,Random,Beta_Low,5,0.188,1.0,13
1,Random,Beta_Low,6,0.265,1.0,13
1,Random,Beta_Low,7,0.3655,1.0,13
1,Random,Beta_Low,8,0.549,1.0,13
1,Random,Beta_Low,9,0.773,1.0,13
1,Random,Beta_Low,10,0.931,1.0,13
1,Random,Beta_Low,11,0.9925,1.0,13
1,Random,Beta_Low,12,0.999,1.0,13
1,Random,Beta_Low,13,1.0,1.0,13
1,Degree,Beta_Low,0,0.01,1.0,6
1,Degree,Beta_Low,1,0.33,1.0,6
1,Degree,Beta_Low,2,0.612,1.0,6
1,Degree,Beta_Low,3,0.866,1.0,6
1,Degree,Beta_Low,4,0.981,1.0,6
1,Degree,Beta_Low,5,0.999,1.0,6
1,Degree,Beta_Low,6,1.0,1.0,6
1,Betweenness,Beta_Low,0,0.01,1.0,6
1,Betweenness,Beta_Low,1,0.3315,1.0,6
1,Betweenness,Beta_Low,2,0.6055,1.0,6
1,Betweenness,Beta_Low,3,0.8575,1.0,6
1,Betweenness,Beta_Low,4,0.977,1.0,6
1,Betweenness,Beta_Low,5,0.999,1.0,6
1,Betweenness,Beta_Low,6,1.0,1.0,6
2,Random,Beta_Low,0,0.01,1.0,14
2,Random,Beta_Low,1,0.0345,1.0,14
2,Random,Beta_Low,2,0.0545,1.0,14
2,Random,Beta_Low,3,0.0715,1.0,14
2,Random,Beta_Low,4,0.0885,1.0,14
2,Random,Beta_Low,5,0.1125,1.0,14
2,Random,Beta_Low,6,0.1565,1.0,14
2,Random,Beta_Low,7,0.231,1.0,14
2,Random,Beta_Low,8,0.3335,1.0,14
2,Random,Beta_Low,9,0.5065,1.0,14
2,Random,Beta_Low,10,0.7475,1.0,14
2,Random,Beta_Low,11,0.931,1.0,14
2,Random,Beta_Low,12,0.9885,1.0,14
2,Random,Beta_Low,13,0.9985,1.0,14
2,Random,Beta_Low,14,1.0,1.0,14
2,Degree,Beta_Low,0,0.01,1.0,6
2,Degree,Beta_Low,1,0.3165,1.0,6
2,Degree,Beta_Low,2,0.576,1.0,6
2,Degree,Beta_Low,3,0.8215,1.0,6
2,Degree,Beta_Low,4,0.9665,1.0,6
2,Degree,Beta_Low,5,0.9965,1.0,6
2,Degree,Beta_Low,6,1.0,1.0,6
2,Betweenness,Beta_Low,0,0.01,1.0,6
2,Betweenness,Beta_Low,1,0.3175,1.0,6
2,Betweenness,Beta_Low,2,0.577,1.0,6
2,Betweenness,Beta_Low,3,0.8235,1.0,6
2,Betweenness,Beta_Low,4,0.965,1.0,6
2,Betweenness,Beta_Low,5,0.998,1.0,6
2,Betweenness,Beta_Low,6,1.0,1.0,6
3,Random,Beta_Low,0,0.01,0.999,17
3,Random,Beta_Low,1,0.0225,0.999,17
3,Random,Beta_Low,2,0.0295,0.999,17
3,Random,Beta_Low,3,0.0395,0.999,17
3,Random,Beta_Low,4,0.0465,0.999,17
3,Random,Beta_Low,5,0.057,0.999,17
3,Random,Beta_Low,6,0.0705,0.999,17
3,Random,Beta_Low,7,0.078,0.999,17
3,Random,Beta_Low,8,0.0945,0.999,17
3,Random,Beta_Low,9,0.152,0.999,17
3,Random,Beta_Low,10,0.2045,0.999,17
3,Random,Beta_Low,11,0.314,0.999,17
3,Random,Beta_Low,12,0.438,0.999,17
3,Random,Beta_Low,13,0.616,0.999,17
3,Random,Beta_Low,14,0.8115,0.999,17
3,Random,Beta_Low,15,0.97,0.999,17
3,Random,Beta_Low,16,0.9955,0.999,17
3,Random,Beta_Low,17,0.999,0.999,17
3,Random,Beta_Low,18,0.999,0.999,17
3,Random,Beta_Low,19,0.999,0.999,17
3,Random,Beta_Low,20,0.999,0.999,17
3,Random,Beta_Low,21,0.999,0.999,17
3,Random,Beta_Low,22,0.999,0.999,17
3,Random,Beta_Low,23,0.999,0.999,17
3,Random,Beta_Low,24,0.999,0.999,17
3,Random,Beta_Low,25,0.999,0.999,17
3,Random,Beta_Low,26,0.999,0.999,17
3,Random,Beta_Low,27,0.999,0.999,17
3,Random,Beta_Low,28,0.999,0.999,17
3,Random,Beta_Low,29,0.999,0.999,17
3,Random,Beta_Low,30,0.999,0.999,17
3,Random,Beta_Low,31,0.999,0.999,17
3,Random,Beta_Low,32,0.999,0.999,17
3,Random,Beta_Low,33,0.999,0.999,17
3,Random,Beta_Low,34,0.999,0.999,17
3,Random,Beta_Low,35,0.999,0.999,17
3,Random,Beta_Low,36,0.999,0.999,17
3,Random,Beta_Low,37,0.999,0.999,17
3,Random,Beta_Low,38,0.999,0.999,17
3,Random,Beta_Low,39,0.999,0.999,17
3,Random,Beta_Low,40,0.999,0.999,17
3,Random,Beta_Low,41,0.999,0.999,17
3,Random,Beta_Low,42,0.999,0.999,17
3,Random,Beta_Low,43,0.999,0.999,17
3,Random,Beta_Low,44,0.999,0.999,17
3,Random,Beta_Low,45,0.999,0.999,17
3,Random,Beta_Low,46,0.999,0.999,17
3,Random,Beta_Low,47,0.999,0.999,17
3,Random,Beta_Low,48,0.999,0.999,17
3,Random,Beta_Low,49,0.999,0.999,17
3,Degree,Beta_Low,0,0.01,0.999,7
3,Degree,Beta_Low,1,0.324,0.999,7
3,Degree,Beta_Low,2,0.5645,0.999,7
3,Degree,Beta_Low,3,0.8185,0.999,7
3,Degree,Beta_Low,4,0.9645,0.999,7
3,Degree,Beta_Low,5,0.9955,0.999,7
3,Degree,Beta_Low,6,0.9985,0.999,7
3,Degree,Beta_Low,7,0.999,0.999,7
3,Degree,Beta_Low,8,0.999,0.999,7
3,Degree,Beta_Low,9,0.999,0.999,7
3,Degree,Beta_Low,10,0.999,0.999,7
3,Degree,Beta_Low,11,0.999,0.999,7
3,Degree,Beta_Low,12,0.999,0.999,7
3,Degree,Beta_Low,13,0.999,0.999,7
3,Degree,Beta_Low,14,0.999,0.999,7
3,Degree,Beta_Low,15,0.999,0.999,7
3,Degree,Beta_Low,16,0.999,0.999,7
3,Degree,Beta_Low,17,0.999,0.999,7
3,Degree,Beta_Low,18,0.999,0.999,7
3,Degree,Beta_Low,19,0.999,0.999,7
3,Degree,Beta_Low,20,0.999,0.999,7
