Trial,Strategy,Threshold_Dist,Final_Fraction,TimeToConverge
125,Degree,Beta_Mid,0.06,7
125,Betweenness,Beta_Mid,0.066,10
125,Random,Beta_High,0.01,0
125,Degree,Beta_High,0.012,1
125,Betweenness,Beta_High,0.014,1
125,Random,Normal,0.012,1
125,Degree,Normal,0.9955,14
125,Betweenness,Normal,0.9955,15
125,Random,Constant_0.4,0.01,0
125,Degree,Constant_0.4,0.0165,2
125,Betweenness,Constant_0.4,0.021,2
126,Random,Fixed_0.2,0.012,2
126,Degree,Fixed_0.2,0.9955,9
126,Betweenness,Fixed_0.2,0.9955,9
126,Random,Uniform,0.0545,14
126,Degree,Uniform,0.518,29
126,Betweenness,Uniform,0.519,24
126,Random,Beta_Low,0.9955,16
126,Degree,Beta_Low,0.9955,7
126,Betweenness,Beta_Low,0.9955,6
126,Random,Beta_Mid,0.0105,1
126,Degree,Beta_Mid,0.047,6
126,Betweenness,Beta_Mid,0.054,11
126,Random,Beta_High,0.01,0
126,Degree,Beta_High,0.0115,1
126,Betweenness,Beta_High,0.0125,1
126,Random,Normal,0.0155,2
126,Degree,Normal,0.9955,19
126,Betweenness,Normal,0.9955,20
126,Random,Constant_0.4,0.0105,1
126,Degree,Constant_0.4,0.0165,2
126,Betweenness,Constant_0.4,0.021,2
127,Random,Fixed_0.2,0.01,0
127,Degree,Fixed_0.2,0.9955,9
127,Betweenness,Fixed_0.2,0.9955,9
127,Random,Uniform,0.0825,19
127,Degree,Uniform,0.7485,46
127,Betweenness,Uniform,0.732,50
127,Random,Beta_Low,0.9955,21
127,Degree,Beta_Low,0.9955,7
127,Betweenness,Beta_Low,0.9955,7
127,Random,Beta_Mid,0.0115,1
127,Degree,Beta_Mid,0.0515,4
127,Betweenness,Beta_Mid,0.0515,4
127,Random,Beta_High,0.01,0
127,Degree,Beta_High,0.011,1
127,Betweenness,Beta_High,0.012,1
127,Random,Normal,0.012,1
127,Degree,Normal,0.9955,14
127,Betweenness,Normal,0.9955,14
127,Random,Constant_0.4,0.01,0
127,Degree,Constant_0.4,0.0165,2
127,Betweenness,Constant_0.4,0.021,2
128,Random,Fixed_0.2,0.043,10
128,Degree,Fixed_0.2,0.9955,9
128,Betweenness,Fixed_0.2,0.9955,9
128,Random,Uniform,0.1835,30
128,Degree,Uniform,0.661,29
128,Betweenness,Uniform,0.6545,26
128,Random,Beta_Low,0.9955,24
128,Degree,Beta_Low,0.9955,7
128,Betweenness,Beta_Low,0.9955,7
128,Random,Beta_Mid,0.0105,1
128,Degree,Beta_Mid,0.0585,4
128,Betweenness,Beta_Mid,0.061,4
128,Random,Beta_High,0.01,0
128,Degree,Beta_High,0.0115,1
128,Betweenness,Beta_High,0.0125,1
128,Random,Normal,0.0125,1
128,Degree,Normal,0.9955,24
128,Betweenness,Normal,0.9955,19
128,Random,Constant_0.4,0.0105,1
128,Degree,Constant_0.4,0.0165,2
128,Betweenness,Constant_0.4,0.021,2
129,Random,Fixed_0.2,0.016,3
129,Degree,Fixed_0.2,0.9955,9
129,Betweenness,Fixed_0.2,0.9955,9
129,Random,Uniform,0.4665,50
129,Degree,Uniform,0.68,33
129,Betweenness,Uniform,0.664,28
129,Random,Beta_Low,0.996,23
129,Degree,Beta_Low,0.9955,7
129,Betweenness,Beta_Low,0.9955,7
129,Random,Beta_Mid,0.01,0
129,Degree,Beta_Mid,0.084,15
129,Betweenness,Beta_Mid,0.072,7
129,Random,Beta_High,0.01,0
129,Degree,Beta_High,0.0125,1
129,Betweenness,Beta_High,0.0145,1
129,Random,Normal,0.017,2
129,Degree,Normal,0.9955,16
129,Betweenness,Normal,0.9955,16
129,Random,Constant_0.4,0.01,0
129,Degree,Constant_0.4,0.0165,2
129,Betweenness,Constant_0.4,0.021,2
130,Random,Fixed_0.2,0.011,1
130,Degree,Fixed_0.2,0.9955,9
130,Betweenness,Fixed_0.2,0.9955,9
130,Random,Uniform,0.2775,29
130,Degree,Uniform,0.6615,32
130,Betweenness,Uniform,0.6515,40
130,Random,Beta_Low,0.0215,3
130,Degree,Beta_Low,0.9955,7
130,Betweenness,Beta_Low,0.9955,7
130,Random,Beta_Mid,0.011,1
130,Degree,Beta_Mid,0.0415,6
130,Betweenness,Beta_Mid,0.0465,5
130,Random,Beta_High,0.01,0
130,Degree,Beta_High,0.0115,1
130,Betweenness,Beta_High,0.014,1
130,Random,Normal,0.0125,1
130,Degree,Normal,0.9955,15
130,Betweenness,Normal,0.9955,16
130,Random,Constant_0.4,0.011,1
130,Degree,Constant_0.4,0.0165,2
130,Betweenness,Constant_0.4,0.021,2
131,Random,Fixed_0.2,0.0115,1
131,Degree,Fixed_0.2,0.9955,9
131,Betweenness,Fixed_0.2,0.9955,9
131,Random,Uniform,0.0255,4
131,Degree,Uniform,0.7215,36
131,Betweenness,Uniform,0.6805,45
131,Random,Beta_Low,0.0135,2
131,Degree,Beta_Low,0.9955,7
131,Betweenness,Beta_Low,0.9955,7
131,Random,Beta_Mid,0.01,0
131,Degree,Beta_Mid,0.062,9
131,Betweenness,Beta_Mid,0.055,4
131,Random,Beta_High,0.01,0
131,Degree,Beta_High,0.011,1
131,Betweenness,Beta_High,0.0125,1
131,Random,Normal,0.0145,2
131,Degree,Normal,0.9955,15
131,Betweenness,Normal,0.9955,16
131,Random,Constant_0.4,0.01,0
131,Degree,Constant_0.4,0.0165,2
131,Betweenness,Constant_0.4,0.021,2
132,Random,Fixed_0.2,0.0125,3
132,Degree,Fixed_0.2,0.9955,9
132,Betweenness,Fixed_0.2,0.9955,9
132,Random,Uniform,0.0625,9
132,Degree,Uniform,0.726,25
132,Betweenness,Uniform,0.7165,24
132,Random,Beta_Low,0.024,3
132,Degree,Beta_Low,0.9955,6
132,Betweenness,Beta_Low,0.9955,6
132,Random,Beta_Mid,0.0115,1
132,Degree,Beta_Mid,0.044,4
132,Betweenness,Beta_Mid,0.0545,6
132,Random,Beta_High,0.01,0
132,Degree,Beta_High,0.011,1
132,Betweenness,Beta_High,0.013,1
132,Random,Normal,0.015,2
132,Degree,Normal,0.9955,13
132,Betweenness,Normal,0.9955,14
132,Random,Constant_0.4,0.01,0
132,Degree,Constant_0.4,0.0165,2
132,Betweenness,Constant_0.4,0.021,2
133,Random,Fixed_0.2,0.014,1
133,Degree,Fixed_0.2,0.9955,9
133,Betweenness,Fixed_0.2,0.9955,9
133,Random,Uniform,0.0515,8
133,Degree,Uniform,0.4855,26
133,Betweenness,Uniform,0.498,25
133,Random,Beta_Low,0.02,6
133,Degree,Beta_Low,0.9955,7
133,Betweenness,Beta_Low,0.9955,7
133,Random,Beta_Mid,0.01,0
133,Degree,Beta_Mid,0.0605,6
133,Betweenness,Beta_Mid,0.0555,6
133,Random,Beta_High,0.01,0
133,Degree,Beta_High,0.012,1
133,Betweenness,Beta_High,0.0135,1
133,Random,Normal,0.0125,1
133,Degree,Normal,0.9955,13
133,Betweenness,Normal,0.9955,14
133,Random,Constant_0.4,0.01,0
133,Degree,Constant_0.4,0.0165,2
133,Betweenness,Constant_0.4,0.021,2
134,Random,Fixed_0.2,0.013,4
134,Degree,Fixed_0.2,0.9955,9
134,Betweenness,Fixed_0.2,0.9955,9
134,Random,Uniform,0.11,11
134,Degree,Uniform,0.6845,29
134,Betweenness,Uniform,0.698,30
134,Random,Beta_Low,0.0245,5
134,Degree,Beta_Low,0.9955,10
134,Betweenness,Beta_Low,0.9955,10
134,Random,Beta_Mid,0.014,2
134,Degree,Beta_Mid,0.0545,5
134,Betweenness,Beta_Mid,0.0635,5
134,Random,Beta_High,0.01,0
134,Degree,Beta_High,0.011,1
134,Betweenness,Beta_High,0.012,1
134,Random,Normal,0.013,2
134,Degree,Normal,0.9955,18
134,Betweenness,Normal,0.9955,17
134,Random,Constant_0.4,0.01,0
134,Degree,Constant_0.4,0.0165,2
134,Betweenness,Constant_0.4,0.021,2
135,Random,Fixed_0.2,0.0115,1
135,Degree,Fixed_0.2,0.9955,9
135,Betweenness,Fixed_0.2,0.9955,9
135,Random,Uniform,0.0715,12
135,Degree,Uniform,0.72,30
135,Betweenness,Uniform,0.7225,29
135,Random,Beta_Low,0.0165,3
135,Degree,Beta_Low,0.9955,7
135,Betweenness,Beta_Low,0.9955,7
135,Random,Beta_Mid,0.011,1
135,Degree,Beta_Mid,0.0785,10
135,Betweenness,Beta_Mid,0.0855,7
135,Random,Beta_High,0.0105,1
135,Degree,Beta_High,0.0115,1
135,Betweenness,Beta_High,0.0125,1
135,Random,Normal,0.016,3
135,Degree,Normal,0.9955,15
135,Betweenness,Normal,0.9955,15
135,Random,Constant_0.4,0.01,0
135,Degree,Constant_0.4,0.0165,2
135,Betweenness,Constant_0.4,0.021,2
136,Random,Fixed_0.2,0.0115,2
136,Degree,Fixed_0.2,0.9955,9
136,Betweenness,Fixed_0.2,0.9955,9
136,Random,Uniform,0.171,38
136,Degree,Uniform,0.6925,25
136,Betweenness,Uniform,0.733,27
136,Random,Beta_Low,0.9955,19
136,Degree,Beta_Low,0.9955,7
136,Betweenness,Beta_Low,0.9955,7
136,Random,Beta_Mid,0.011,1
136,Degree,Beta_Mid,0.0555,7
136,Betweenness,Beta_Mid,0.0545,5
136,Random,Beta_High,0.01,0
136,Degree,Beta_High,0.0115,1
136,Betweenness,Beta_High,0.0135,1
136,Random,Normal,0.013,2
136,Degree,Normal,0.9955,23
136,Betweenness,Normal,0.9955,22
136,Random,Constant_0.4,0.01,0
136,Degree,Constant_0.4,0.0165,2
136,Betweenness,Constant_0.4,0.021,2
137,Random,Fixed_0.2,0.0135,3
137,Degree,Fixed_0.2,0.9955,9
137,Betweenness,Fixed_0.2,0.9955,9
137,Random,Uniform,0.039,8
137,Degree,Uniform,0.509,24
137,Betweenness,Uniform,0.5085,21
137,Random,Beta_Low,0.9955,19
137,Degree,Beta_Low,0.9955,7
137,Betweenness,Beta_Low,0.9955,8
137,Random,Beta_Mid,0.0125,2
137,Degree,Beta_Mid,0.0455,4
137,Betweenness,Beta_Mid,0.0545,4
137,Random,Beta_High,0.01,0
137,Degree,Beta_High,0.0105,1
137,Betweenness,Beta_High,0.012,1
137,Random,Normal,0.011,1
137,Degree,Normal,0.9955,22
137,Betweenness,Normal,0.9955,22
137,Random,Constant_0.4,0.01,0
137,Degree,Constant_0.4,0.0165,2
137,Betweenness,Constant_0.4,0.021,2
138,Random,Fixed_0.2,0.0125,1
138,Degree,Fixed_0.2,0.9955,9
138,Betweenness,Fixed_0.2,0.9955,9
138,Random,Uniform,0.2525,50
138,Degree,Uniform,0.835,40
138,Betweenness,Uniform,0.835,42
138,Random,Beta_Low,0.0155,3
138,Degree,Beta_Low,0.9955,7
138,Betweenness,Beta_Low,0.9955,7
138,Random,Beta_Mid,0.012,1
138,Degree,Beta_Mid,0.0565,5
138,Betweenness,Beta_Mid,0.055,5
138,Random,Beta_High,0.01,0
138,Degree,Beta_High,0.012,1
138,Betweenness,Beta_High,0.013,1
138,Random,Normal,0.0115,1
138,Degree,Normal,0.9955,15
138,Betweenness,Normal,0.9955,16
138,Random,Constant_0.4,0.0105,1
138,Degree,Constant_0.4,0.0165,2
138,Betweenness,Constant_0.4,0.021,2
139,Random,Fixed_0.2,0.013,3
139,Degree,Fixed_0.2,0.9955,9
139,Betweenness,Fixed_0.2,0.9955,9
139,Random,Uniform,0.0455,9
139,Degree,Uniform,0.7935,39
139,Betweenness,Uniform,0.8185,48
139,Random,Beta_Low,0.0135,2
139,Degree,Beta_Low,0.9955,8
139,Betweenness,Beta_Low,0.9955,7
139,Random,Beta_Mid,0.0105,1
139,Degree,Beta_Mid,0.058,5
139,Betweenness,Beta_Mid,0.0815,7
139,Random,Beta_High,0.01,0
139,Degree,Beta_High,0.0105,1
139,Betweenness,Beta_High,0.012,1
139,Random,Normal,0.0135,1
139,Degree,Normal,0.9955,13
139,Betweenness,Normal,0.9955,14
139,Random,Constant_0.4,0.01,0
139,Degree,Constant_0.4,0.0165,2
139,Betweenness,Constant_0.4,0.021,2
140,Random,Fixed_0.2,0.01,0
140,Degree,Fixed_0.2,0.9955,9
140,Betweenness,Fixed_0.2,0.9955,9
140,Random,Uniform,0.3615,36
140,Degree,Uniform,0.795,39
140,Betweenness,Uniform,0.8035,50
140,Random,Beta_Low,0.032,6
140,Degree,Beta_Low,0.9955,9
140,Betweenness,Beta_Low,0.9955,9
140,Random,Beta_Mid,0.011,1
140,Degree,Beta_Mid,0.0495,4
140,Betweenness,Beta_Mid,0.056,5
140,Random,Beta_High,0.01,0
140,Degree,Beta_High,0.012,1
140,Betweenness,Beta_High,0.013,1
140,Random,Normal,0.014,2
140,Degree,Normal,0.9955,14
140,Betweenness,Normal,0.9955,14
140,Random,Constant_0.4,0.0115,1
140,Degree,Constant_0.4,0.0165,2
140,Betweenness,Constant_0.4,0.021,2
141,Random,Fixed_0.2,0.0105,1
141,Degree,Fixed_0.2,0.9955,9
141,Betweenness,Fixed_0.2,0.9955,9
141,Random,Uniform,0.309,37
141,Degree,Uniform,0.7015,24
141,Betweenness,Uniform,0.718,27
141,Random,Beta_Low,0.0175,3
141,Degree,Beta_Low,0.9955,7
141,Betweenness,Beta_Low,0.9955,7
141,Random,Beta_Mid,0.0135,2
141,Degree,Beta_Mid,0.05,3
141,Betweenness,Beta_Mid,0.057,4
141,Random,Beta_High,0.01,0
141,Degree,Beta_High,0.0105,1
141,Betweenness,Beta_High,0.0125,2
141,Random,Normal,0.0145,1
141,Degree,Normal,0.9955,14
141,Betweenness,Normal,0.9955,14
141,Random,Constant_0.4,0.012,1
141,Degree,Constant_0.4,0.0165,2
141,Betweenness,Constant_0.4,0.021,2
142,Random,Fixed_0.2,0.0115,1
142,Degree,Fixed_0.2,0.9955,9
142,Betweenness,Fixed_0.2,0.9955,9
142,Random,Uniform,0.0285,6
142,Degree,Uniform,0.7325,40
142,Betweenness,Uniform,0.6735,31
142,Random,Beta_Low,0.9955,25
142,Degree,Beta_Low,0.9955,6
142,Betweenness,Beta_Low,0.9955,6
142,Random,Beta_Mid,0.011,1
142,Degree,Beta_Mid,0.0405,6
142,Betweenness,Beta_Mid,0.053,8
142,Random,Beta_High,0.01,0
142,Degree,Beta_High,0.011,1
142,Betweenness,Beta_High,0.0125,1
142,Random,Normal,0.0135,2
142,Degree,Normal,0.9955,14
142,Betweenness,Normal,0.9955,14
142,Random,Constant_0.4,0.01,0
142,Degree,Constant_0.4,0.0165,2
142,Betweenness,Constant_0.4,0.021,2
143,Random,Fixed_0.2,0.0125,2
143,Degree,Fixed_0.2,0.9955,9
143,Betweenness,Fixed_0.2,0.9955,9
143,Random,Uniform,0.6645,50
143,Degree,Uniform,0.9105,34
143,Betweenness,Uniform,0.9145,44
143,Random,Beta_Low,0.014,1
143,Degree,Beta_Low,0.9955,7
143,Betweenness,Beta_Low,0.9955,7
143,Random,Beta_Mid,0.0115,2
143,Degree,Beta_Mid,0.0535,4
143,Betweenness,Beta_Mid,0.059,5
143,Random,Beta_High,0.01,0
143,Degree,Beta_High,0.011,1
143,Betweenness,Beta_High,0.012,1
143,Random,Normal,0.0115,1
143,Degree,Normal,0.9955,18
143,Betweenness,Normal,0.9955,16
143,Random,Constant_0.4,0.01,0
143,Degree,Constant_0.4,0.0165,2
143,Betweenness,Constant_0.4,0.021,2
144,Random,Fixed_0.2,0.0105,1
144,Degree,Fixed_0.2,0.9955,9
144,Betweenness,Fixed_0.2,0.9955,9
144,Random,Uniform,0.164,35
144,Degree,Uniform,0.7955,30
144,Betweenness,Uniform,0.776,38
144,Random,Beta_Low,0.018,6
144,Degree,Beta_Low,0.9955,8
144,Betweenness,Beta_Low,0.9955,7
144,Random,Beta_Mid,0.013,2
144,Degree,Beta_Mid,0.0635,5
144,Betweenness,Beta_Mid,0.059,5
144,Random,Beta_High,0.01,0
144,Degree,Beta_High,0.0105,1
144,Betweenness,Beta_High,0.012,1
144,Random,Normal,0.013,2
144,Degree,Normal,0.9955,15
144,Betweenness,Normal,0.9955,15
144,Random,Constant_0.4,0.0105,1
144,Degree,Constant_0.4,0.0165,2
144,Betweenness,Constant_0.4,0.021,2
145,Random,Fixed_0.2,0.0105,1
145,Degree,Fixed_0.2,0.9955,9
145,Betweenness,Fixed_0.2,0.9955,9
145,Random,Uniform,0.047,10
145,Degree,Uniform,0.583,23
145,Betweenness,Uniform,0.6,29
145,Random,Beta_Low,0.0135,2
145,Degree,Beta_Low,0.9955,7
145,Betweenness,Beta_Low,0.9955,7
145,Random,Beta_Mid,0.0115,1
145,Degree,Beta_Mid,0.054,7
145,Betweenness,Beta_Mid,0.0575,4
145,Random,Beta_High,0.01,0
145,Degree,Beta_High,0.0105,1
145,Betweenness,Beta_High,0.0115,1
145,Random,Normal,0.0115,1
145,Degree,Normal,0.9955,17
145,Betweenness,Normal,0.067,5
145,Random,Constant_0.4,0.01,0
145,Degree,Constant_0.4,0.0165,2
145,Betweenness,Constant_0.4,0.021,2
146,Random,Fixed_0.2,0.0115,2
146,Degree,Fixed_0.2,0.9955,9
146,Betweenness,Fixed_0.2,0.9955,9
146,Random,Uniform,0.2055,45
146,Degree,Uniform,0.5495,22
146,Betweenness,Uniform,0.5475,25
146,Random,Beta_Low,0.015,2
146,Degree,Beta_Low,0.9955,8
146,Betweenness,Beta_Low,0.9955,8
146,Random,Beta_Mid,0.0105,1
146,Degree,Beta_Mid,0.054,4
146,Betweenness,Beta_Mid,0.055,4
146,Random,Beta_High,0.01,0
146,Degree,Beta_High,0.012,1
146,Betweenness,Beta_High,0.0125,1
146,Random,Normal,0.014,2
146,Degree,Normal,0.9955,14
146,Betweenness,Normal,0.9955,13
146,Random,Constant_0.4,0.0105,1
146,Degree,Constant_0.4,0.0165,2
146,Betweenness,Constant_0.4,0.021,2
147,Random,Fixed_0.2,0.0125,2
147,Degree,Fixed_0.2,0.9955,9
147,Betweenness,Fixed_0.2,0.9955,9
147,Random,Uniform,0.071,16
147,Degree,Uniform,0.538,37
147,Betweenness,Uniform,0.5335,40
147,Random,Beta_Low,0.068,10
147,Degree,Beta_Low,0.9955,6
147,Betweenness,Beta_Low,0.9955,7
147,Random,Beta_Mid,0.0115,1
147,Degree,Beta_Mid,0.0535,4
147,Betweenness,Beta_Mid,0.0615,4
147,Random,Beta_High,0.01,0
147,Degree,Beta_High,0.0105,1
147,Betweenness,Beta_High,0.012,1
147,Random,Normal,0.013,1
147,Degree,Normal,0.9955,15
147,Betweenness,Normal,0.9955,17
147,Random,Constant_0.4,0.011,1
147,Degree,Constant_0.4,0.0165,2
147,Betweenness,Constant_0.4,0.021,2
148,Random,Fixed_0.2,0.011,1
148,Degree,Fixed_0.2,0.9955,9
148,Betweenness,Fixed_0.2,0.9955,9
148,Random,Uniform,0.183,26
148,Degree,Uniform,0.7715,50
148,Betweenness,Uniform,0.7735,50
148,Random,Beta_Low,0.0255,8
148,Degree,Beta_Low,0.9955,7
148,Betweenness,Beta_Low,0.9955,7
148,Random,Beta_Mid,0.0105,1
148,Degree,Beta_Mid,0.0585,6
148,Betweenness,Beta_Mid,0.057,4
148,Random,Beta_High,0.01,0
148,Degree,Beta_High,0.0115,1
148,Betweenness,Beta_High,0.0125,1
148,Random,Normal,0.013,2
148,Degree,Normal,0.9955,19
148,Betweenness,Normal,0.9955,23
148,Random,Constant_0.4,0.0105,1
148,Degree,Constant_0.4,0.0165,2
148,Betweenness,Constant_0.4,0.021,2
149,Random,Fixed_0.2,0.013,2
149,Degree,Fixed_0.2,0.9955,9
149,Betweenness,Fixed_0.2,0.9955,9
149,Random,Uniform,0.403,43
149,Degree,Uniform,0.516,23
149,Betweenness,Uniform,0.6335,34
149,Random,Beta_Low,0.9955,19
149,Degree,Beta_Low,0.9955,7
149,Betweenness,Beta_Low,0.9955,8
149,Random,Beta_Mid,0.0115,1
149,Degree,Beta_Mid,0.055,4
149,Betweenness,Beta_Mid,0.0485,4
149,Random,Beta_High,0.01,0
149,Degree,Beta_High,0.011,1
149,Betweenness,Beta_High,0.012,1
149,Random,Normal,0.0155,1
149,Degree,Normal,0.9955,14
149,Betweenness,Normal,0.9955,15
149,Random,Constant_0.4,0.01,0
149,Degree,Constant_0.4,0.0165,2
149,Betweenness,Constant_0.4,0.021,2
150,Random,Fixed_0.2,0.012,2
150,Degree,Fixed_0.2,0.9955,9
150,Betweenness,Fixed_0.2,0.9955,9
150,Random,Uniform,0.027,4
150,Degree,Uniform,0.6255,27
150,Betweenness,Uniform,0.6405,26
150,Random,Beta_Low,0.9955,19
150,Degree,Beta_Low,0.9955,7
150,Betweenness,Beta_Low,0.9955,8
150,Random,Beta_Mid,0.011,1
150,Degree,Beta_Mid,0.0585,5
150,Betweenness,Beta_Mid,0.058,6
150,Random,Beta_High,0.01,0
150,Degree,Beta_High,0.0105,1
150,Betweenness,Beta_High,0.0115,1
150,Random,Normal,0.011,1
150,Degree,Normal,0.9955,17
150,Betweenness,Normal,0.9955,20
150,Random,Constant_0.4,0.012,1
150,Degree,Constant_0.4,0.0165,2
150,Betweenness,Constant_0.4,0.021,2
151,Random,Fixed_0.2,0.012,2
151,Degree,Fixed_0.2,0.9955,9
151,Betweenness,Fixed_0.2,0.9955,9
151,Random,Uniform,0.0365,7
151,Degree,Uniform,0.579,24
151,Betweenness,Uniform,0.597,24
151,Random,Beta_Low,0.017,3
151,Degree,Beta_Low,0.9955,7
151,Betweenness,Beta_Low,0.9955,7
151,Random,Beta_Mid,0.0115,1
151,Degree,Beta_Mid,0.04,6
151,Betweenness,Beta_Mid,0.048,7
151,Random,Beta_High,0.0105,1
151,Degree,Beta_High,0.0105,1
151,Betweenness,Beta_High,0.0125,1
151,Random,Normal,0.013,2
151,Degree,Normal,0.9955,14
151,Betweenness,Normal,0.9955,15
151,Random,Constant_0.4,0.01,0
151,Degree,Constant_0.4,0.0165,2
151,Betweenness,Constant_0.4,0.021,2
152,Random,Fixed_0.2,0.0125,2
152,Degree,Fixed_0.2,0.9955,9
152,Betweenness,Fixed_0.2,0.9955,9
152,Random,Uniform,0.293,30
152,Degree,Uniform,0.8955,50
152,Betweenness,Uniform,0.898,50
152,Random,Beta_Low,0.0725,14
152,Degree,Beta_Low,0.9955,7
152,Betweenness,Beta_Low,0.9955,7
152,Random,Beta_Mid,0.01,0
152,Degree,Beta_Mid,0.065,6
152,Betweenness,Beta_Mid,0.0745,11
152,Random,Beta_High,0.0105,1
152,Degree,Beta_High,0.0115,1
152,Betweenness,Beta_High,0.013,1
152,Random,Normal,0.0135,2
152,Degree,Normal,0.9955,15
152,Betweenness,Normal,0.9955,15
152,Random,Constant_0.4,0.01,0
152,Degree,Constant_0.4,0.0165,2
152,Betweenness,Constant_0.4,0.021,2
153,Random,Fixed_0.2,0.0105,1
153,Degree,Fixed_0.2,0.9955,9
153,Betweenness,Fixed_0.2,0.9955,9
153,Random,Uniform,0.628,50
153,Degree,Uniform,0.8835,36
153,Betweenness,Uniform,0.872,32
153,Random,Beta_Low,0.026,6
153,Degree,Beta_Low,0.9955,7
153,Betweenness,Beta_Low,0.9955,7
153,Random,Beta_Mid,0.0135,2
153,Degree,Beta_Mid,0.059,5
153,Betweenness,Beta_Mid,0.0615,5
153,Random,Beta_High,0.01,0
153,Degree,Beta_High,0.012,1
153,Betweenness,Beta_High,0.0135,1
153,Random,Normal,0.012,2
153,Degree,Normal,0.9955,18
153,Betweenness,Normal,0.9955,17
153,Random,Constant_0.4,0.0105,1
153,Degree,Constant_0.4,0.0165,2
153,Betweenness,Constant_0.4,0.021,2
154,Random,Fixed_0.2,0.011,1
154,Degree,Fixed_0.2,0.9955,9
154,Betweenness,Fixed_0.2,0.9955,9
154,Random,Uniform,0.7405,41
154,Degree,Uniform,0.799,33
154,Betweenness,Uniform,0.8085,33
154,Random,Beta_Low,0.9955,18
154,Degree,Beta_Low,0.9955,6
154,Betweenness,Beta_Low,0.9955,6
154,Random,Beta_Mid,0.011,1
154,Degree,Beta_Mid,0.0595,7
154,Betweenness,Beta_Mid,0.0695,6
154,Random,Beta_High,0.01,0
154,Degree,Beta_High,0.011,1
154,Betweenness,Beta_High,0.012,1
154,Random,Normal,0.013,2
154,Degree,Normal,0.9955,15
154,Betweenness,Normal,0.9955,17
154,Random,Constant_0.4,0.0105,1
154,Degree,Constant_0.4,0.0165,2
154,Betweenness,Constant_0.4,0.021,2
155,Random,Fixed_0.2,0.013,1
155,Degree,Fixed_0.2,0.9955,9
155,Betweenness,Fixed_0.2,0.9955,9
155,Random,Uniform,0.622,49
155,Degree,Uniform,0.7035,24
155,Betweenness,Uniform,0.6885,23
155,Random,Beta_Low,0.0175,3
155,Degree,Beta_Low,0.9955,7
155,Betweenness,Beta_Low,0.9955,8
155,Random,Beta_Mid,0.01,0
155,Degree,Beta_Mid,0.055,4
155,Betweenness,Beta_Mid,0.064,5
155,Random,Beta_High,0.01,0
155,Degree,Beta_High,0.013,1
155,Betweenness,Beta_High,0.0145,1
155,Random,Normal,0.015,3
155,Degree,Normal,0.9955,13
155,Betweenness,Normal,0.9955,15
155,Random,Constant_0.4,0.01,0
155,Degree,Constant_0.4,0.0165,2
155,Betweenness,Constant_0.4,0.021,2
156,Random,Fixed_0.2,0.013,2
156,Degree,Fixed_0.2,0.9955,9
156,Betweenness,Fixed_0.2,0.9955,9
156,Random,Uniform,0.0905,15
156,Degree,Uniform,0.6725,38
156,Betweenness,Uniform,0.693,46
156,Random,Beta_Low,0.047,7
156,Degree,Beta_Low,0.9955,8
156,Betweenness,Beta_Low,0.9955,8
156,Random,Beta_Mid,0.011,1
156,Degree,Beta_Mid,0.051,5
156,Betweenness,Beta_Mid,0.055,7
156,Random,Beta_High,0.01,0
156,Degree,Beta_High,0.0105,1
156,Betweenness,Beta_High,0.012,1
156,Random,Normal,0.0105,1
156,Degree,Normal,0.9955,16
156,Betweenness,Normal,0.9955,16
156,Random,Constant_0.4,0.0105,1
156,Degree,Constant_0.4,0.0165,2
156,Betweenness,Constant_0.4,0.021,2
157,Random,Fixed_0.2,0.0115,1
157,Degree,Fixed_0.2,0.9955,9
157,Betweenness,Fixed_0.2,0.9955,9
157,Random,Uniform,0.197,39
157,Degree,Uniform,0.698,32
157,Betweenness,Uniform,0.705,33
157,Random,Beta_Low,0.9955,21
157,Degree,Beta_Low,0.9955,7
157,Betweenness,Beta_Low,0.9955,8
157,Random,Beta_Mid,0.011,1
157,Degree,Beta_Mid,0.056,5
157,Betweenness,Beta_Mid,0.0565,3
157,Random,Beta_High,0.01,0
157,Degree,Beta_High,0.0115,1
157,Betweenness,Beta_High,0.0125,1
157,Random,Normal,0.0135,2
157,Degree,Normal,0.9955,18
157,Betweenness,Normal,0.9955,18
157,Random,Constant_0.4,0.01,0
157,Degree,Constant_0.4,0.0165,2
157,Betweenness,Constant_0.4,0.021,2
158,Random,Fixed_0.2,0.0115,1
158,Degree,Fixed_0.2,0.9955,9
158,Betweenness,Fixed_0.2,0.9955,9
158,Random,Uniform,0.0885,13
158,Degree,Uniform,0.868,32
158,Betweenness,Uniform,0.8845,29
158,Random,Beta_Low,0.015,3
158,Degree,Beta_Low,0.9955,8
158,Betweenness,Beta_Low,0.9955,8
158,Random,Beta_Mid,0.013,2
158,Degree,Beta_Mid,0.049,4
158,Betweenness,Beta_Mid,0.052,7
158,Random,Beta_High,0.01,0
158,Degree,Beta_High,0.012,1
158,Betweenness,Beta_High,0.0135,1
158,Random,Normal,0.0105,1
158,Degree,Normal,0.9955,15
158,Betweenness,Normal,0.9955,16
158,Random,Constant_0.4,0.01,0
158,Degree,Constant_0.4,0.0165,2
158,Betweenness,Constant_0.4,0.021,2
159,Random,Fixed_0.2,0.0115,1
159,Degree,Fixed_0.2,0.9955,9
159,Betweenness,Fixed_0.2,0.9955,9
159,Random,Uniform,0.24,34
159,Degree,Uniform,0.561,34
159,Betweenness,Uniform,0.516,20
