Trial,Strategy,Threshold_Dist,Final_Fraction,TimeToConverge
99,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
100,Random,Fixed_0.2,1.0,12
100,Degree,Fixed_0.2,1.0,4
100,Betweenness,Fixed_0.2,1.0,4
100,Random,Uniform,0.0815,10
100,Degree,Uniform,0.5085,10
100,Betweenness,Uniform,0.5085,10
100,Random,Beta_Low,1.0,18
100,Degree,Beta_Low,1.0,6
100,Betweenness,Beta_Low,1.0,6
100,Random,Beta_Mid,0.011,1
100,Degree,Beta_Mid,0.3175,17
100,Betweenness,Beta_Mid,0.28,11
100,Random,"Beta_High, Normal, Constant_0.4",0.012,1
100,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
100,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
101,Random,Fixed_0.2,1.0,11
101,Degree,Fixed_0.2,1.0,4
101,Betweenness,Fixed_0.2,1.0,4
101,Random,Uniform,0.025,3
101,Degree,Uniform,0.451,13
101,Betweenness,Uniform,0.4415,13
101,Random,Beta_Low,1.0,16
101,Degree,Beta_Low,1.0,8
101,Betweenness,Beta_Low,1.0,8
101,Random,Beta_Mid,0.0265,3
101,Degree,Beta_Mid,0.3565,15
101,Betweenness,Beta_Mid,0.363,14
101,Random,"Beta_High, Normal, Constant_0.4",0.0185,2
101,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
101,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
102,Random,Fixed_0.2,1.0,10
102,Degree,Fixed_0.2,1.0,4
102,Betweenness,Fixed_0.2,1.0,4
102,Random,Uniform,0.0895,13
102,Degree,Uniform,0.5365,21
102,Betweenness,Uniform,0.5075,14
102,Random,Beta_Low,1.0,18
102,Degree,Beta_Low,1.0,6
102,Betweenness,Beta_Low,1.0,6
102,Random,Beta_Mid,0.0145,2
102,Degree,Beta_Mid,0.271,7
102,Betweenness,Beta_Mid,0.268,7
102,Random,"Beta_High, Normal, Constant_0.4",0.016,2
102,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
102,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
103,Random,Fixed_0.2,1.0,7
103,Degree,Fixed_0.2,1.0,4
103,Betweenness,Fixed_0.2,1.0,4
103,Random,Uniform,0.0595,14
103,Degree,Uniform,0.4365,11
103,Betweenness,Uniform,0.425,11
103,Random,Beta_Low,0.04,6
103,Degree,Beta_Low,1.0,8
103,Betweenness,Beta_Low,1.0,8
103,Random,Beta_Mid,0.014,2
103,Degree,Beta_Mid,0.273,7
103,Betweenness,Beta_Mid,0.2745,7
103,Random,"Beta_High, Normal, Constant_0.4",0.0115,1
103,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
103,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
104,Random,Fixed_0.2,1.0,11
104,Degree,Fixed_0.2,1.0,4
104,Betweenness,Fixed_0.2,1.0,4
104,Random,Uniform,0.02,5
104,Degree,Uniform,0.513,13
104,Betweenness,Uniform,0.5215,13
104,Random,Beta_Low,0.999,16
104,Degree,Beta_Low,0.999,7
104,Betweenness,Beta_Low,0.999,7
104,Random,Beta_Mid,0.0165,2
104,Degree,Beta_Mid,0.311,16
104,Betweenness,Beta_Mid,0.32,16
104,Random,"Beta_High, Normal, Constant_0.4",0.0135,1
104,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
104,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
105,Random,Fixed_0.2,1.0,9
105,Degree,Fixed_0.2,1.0,4
105,Betweenness,Fixed_0.2,1.0,4
105,Random,Uniform,0.0855,13
105,Degree,Uniform,0.4905,14
105,Betweenness,Uniform,0.4905,15
105,Random,Beta_Low,1.0,13
105,Degree,Beta_Low,1.0,7
105,Betweenness,Beta_Low,1.0,7
105,Random,Beta_Mid,0.024,2
105,Degree,Beta_Mid,0.3,9
105,Betweenness,Beta_Mid,0.3005,10
105,Random,"Beta_High, Normal, Constant_0.4",0.013,1
105,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
105,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
106,Random,Fixed_0.2,1.0,12
106,Degree,Fixed_0.2,1.0,4
106,Betweenness,Fixed_0.2,1.0,4
106,Random,Uniform,0.059,7
106,Degree,Uniform,0.522,12
106,Betweenness,Uniform,0.5325,15
106,Random,Beta_Low,1.0,14
106,Degree,Beta_Low,1.0,6
106,Betweenness,Beta_Low,1.0,6
106,Random,Beta_Mid,0.0215,3
106,Degree,Beta_Mid,0.358,14
106,Betweenness,Beta_Mid,0.351,14
106,Random,"Beta_High, Normal, Constant_0.4",0.015,2
106,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
106,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
107,Random,Fixed_0.2,1.0,11
107,Degree,Fixed_0.2,1.0,4
107,Betweenness,Fixed_0.2,1.0,4
107,Random,Uniform,0.037,7
107,Degree,Uniform,0.529,17
107,Betweenness,Uniform,0.529,17
107,Random,Beta_Low,1.0,23
107,Degree,Beta_Low,1.0,6
107,Betweenness,Beta_Low,1.0,6
107,Random,Beta_Mid,0.0225,3
107,Degree,Beta_Mid,0.362,23
107,Betweenness,Beta_Mid,0.358,22
107,Random,"Beta_High, Normal, Constant_0.4",0.0105,1
107,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
107,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
108,Random,Fixed_0.2,1.0,9
108,Degree,Fixed_0.2,1.0,4
108,Betweenness,Fixed_0.2,1.0,4
108,Random,Uniform,0.138,22
108,Degree,Uniform,0.549,12
108,Betweenness,Uniform,0.549,12
108,Random,Beta_Low,1.0,14
108,Degree,Beta_Low,1.0,7
108,Betweenness,Beta_Low,1.0,7
108,Random,Beta_Mid,0.0215,2
108,Degree,Beta_Mid,0.3315,10
108,Betweenness,Beta_Mid,0.3215,11
108,Random,"Beta_High, Normal, Constant_0.4",0.0115,1
108,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
108,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
109,Random,Fixed_0.2,1.0,12
109,Degree,Fixed_0.2,1.0,4
109,Betweenness,Fixed_0.2,1.0,4
109,Random,Uniform,0.056,12
109,Degree,Uniform,0.569,17
109,Betweenness,Uniform,0.573,16
109,Random,Beta_Low,1.0,15
109,Degree,Beta_Low,1.0,8
109,Betweenness,Beta_Low,1.0,8
109,Random,Beta_Mid,0.014,2
109,Degree,Beta_Mid,0.3295,10
109,Betweenness,Beta_Mid,0.3325,10
109,Random,"Beta_High, Normal, Constant_0.4",0.0115,1
109,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
109,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
110,Random,Fixed_0.2,1.0,7
110,Degree,Fixed_0.2,1.0,4
110,Betweenness,Fixed_0.2,1.0,4
110,Random,Uniform,0.0345,6
110,Degree,Uniform,0.551,13
110,Betweenness,Uniform,0.5395,13
110,Random,Beta_Low,1.0,16
110,Degree,Beta_Low,1.0,6
110,Betweenness,Beta_Low,1.0,6
110,Random,Beta_Mid,0.0135,2
110,Degree,Beta_Mid,0.3195,16
110,Betweenness,Beta_Mid,0.3075,13
110,Random,"Beta_High, Normal, Constant_0.4",0.022,2
110,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
110,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
111,Random,Fixed_0.2,1.0,10
111,Degree,Fixed_0.2,1.0,4
111,Betweenness,Fixed_0.2,1.0,4
111,Random,Uniform,0.026,3
111,Degree,Uniform,0.5035,14
111,Betweenness,Uniform,0.486,13
111,Random,Beta_Low,1.0,11
111,Degree,Beta_Low,1.0,7
111,Betweenness,Beta_Low,1.0,6
111,Random,Beta_Mid,0.0135,1
111,Degree,Beta_Mid,0.339,13
111,Betweenness,Beta_Mid,0.342,14
111,Random,"Beta_High, Normal, Constant_0.4",0.0115,1
111,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
111,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
112,Random,Fixed_0.2,1.0,9
112,Degree,Fixed_0.2,1.0,4
112,Betweenness,Fixed_0.2,1.0,4
112,Random,Uniform,0.048,7
112,Degree,Uniform,0.444,17
112,Betweenness,Uniform,0.436,14
112,Random,Beta_Low,1.0,15
112,Degree,Beta_Low,1.0,6
112,Betweenness,Beta_Low,1.0,6
112,Random,Beta_Mid,0.0395,9
112,Degree,Beta_Mid,0.3715,19
112,Betweenness,Beta_Mid,0.357,18
112,Random,"Beta_High, Normal, Constant_0.4",0.0125,1
112,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
112,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
113,Random,Fixed_0.2,1.0,14
113,Degree,Fixed_0.2,1.0,4
113,Betweenness,Fixed_0.2,1.0,4
113,Random,Uniform,0.0835,6
113,Degree,Uniform,0.517,13
113,Betweenness,Uniform,0.5155,13
113,Random,Beta_Low,1.0,11
113,Degree,Beta_Low,1.0,6
113,Betweenness,Beta_Low,1.0,6
113,Random,Beta_Mid,0.0185,2
113,Degree,Beta_Mid,0.299,13
113,Betweenness,Beta_Mid,0.3395,22
113,Random,"Beta_High, Normal, Constant_0.4",0.0115,1
113,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
113,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
114,Random,Fixed_0.2,1.0,10
114,Degree,Fixed_0.2,1.0,4
114,Betweenness,Fixed_0.2,1.0,4
114,Random,Uniform,0.033,6
114,Degree,Uniform,0.512,14
114,Betweenness,Uniform,0.518,14
114,Random,Beta_Low,1.0,16
114,Degree,Beta_Low,1.0,8
114,Betweenness,Beta_Low,1.0,8
114,Random,Beta_Mid,0.019,2
114,Degree,Beta_Mid,0.368,18
114,Betweenness,Beta_Mid,0.375,26
114,Random,"Beta_High, Normal, Constant_0.4",0.0155,1
114,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
114,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
115,Random,Fixed_0.2,1.0,9
115,Degree,Fixed_0.2,1.0,4
115,Betweenness,Fixed_0.2,1.0,4
115,Random,Uniform,0.0345,6
115,Degree,Uniform,0.4645,12
115,Betweenness,Uniform,0.4745,14
115,Random,Beta_Low,1.0,13
115,Degree,Beta_Low,1.0,6
115,Betweenness,Beta_Low,1.0,6
115,Random,Beta_Mid,0.022,4
115,Degree,Beta_Mid,0.4125,21
115,Betweenness,Beta_Mid,0.419,15
115,Random,"Beta_High, Normal, Constant_0.4",0.012,1
115,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
115,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
116,Random,Fixed_0.2,1.0,14
116,Degree,Fixed_0.2,1.0,4
116,Betweenness,Fixed_0.2,1.0,4
116,Random,Uniform,0.2205,18
116,Degree,Uniform,0.4705,12
116,Betweenness,Uniform,0.473,12
116,Random,Beta_Low,1.0,17
116,Degree,Beta_Low,1.0,7
116,Betweenness,Beta_Low,1.0,7
116,Random,Beta_Mid,0.0165,3
116,Degree,Beta_Mid,0.47,18
116,Betweenness,Beta_Mid,0.44,14
116,Random,"Beta_High, Normal, Constant_0.4",0.011,1
116,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
116,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
117,Random,Fixed_0.2,1.0,10
117,Degree,Fixed_0.2,1.0,4
117,Betweenness,Fixed_0.2,1.0,4
117,Random,Uniform,0.015,2
117,Degree,Uniform,0.502,13
117,Betweenness,Uniform,0.495,17
117,Random,Beta_Low,0.046,9
117,Degree,Beta_Low,1.0,7
117,Betweenness,Beta_Low,1.0,7
117,Random,Beta_Mid,0.0255,2
117,Degree,Beta_Mid,0.285,10
117,Betweenness,Beta_Mid,0.295,10
117,Random,"Beta_High, Normal, Constant_0.4",0.0125,2
117,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
117,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
118,Random,Fixed_0.2,1.0,9
118,Degree,Fixed_0.2,1.0,4
118,Betweenness,Fixed_0.2,1.0,4
118,Random,Uniform,0.026,4
118,Degree,Uniform,0.524,13
118,Betweenness,Uniform,0.532,14
118,Random,Beta_Low,1.0,15
118,Degree,Beta_Low,1.0,7
118,Betweenness,Beta_Low,1.0,7
118,Random,Beta_Mid,0.018,2
118,Degree,Beta_Mid,0.3405,12
118,Betweenness,Beta_Mid,0.3305,10
118,Random,"Beta_High, Normal, Constant_0.4",0.012,1
118,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
118,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
119,Random,Fixed_0.2,1.0,9
119,Degree,Fixed_0.2,1.0,4
119,Betweenness,Fixed_0.2,1.0,4
119,Random,Uniform,0.126,15
119,Degree,Uniform,0.547,14
119,Betweenness,Uniform,0.5475,14
119,Random,Beta_Low,1.0,15
119,Degree,Beta_Low,1.0,7
119,Betweenness,Beta_Low,1.0,7
119,Random,Beta_Mid,0.011,1
119,Degree,Beta_Mid,0.3415,15
119,Betweenness,Beta_Mid,0.3075,11
119,Random,"Beta_High, Normal, Constant_0.4",0.0105,1
119,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
119,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
120,Random,Fixed_0.2,1.0,6
120,Degree,Fixed_0.2,1.0,4
120,Betweenness,Fixed_0.2,1.0,4
120,Random,Uniform,0.058,16
120,Degree,Uniform,0.5135,10
120,Betweenness,Uniform,0.5135,10
120,Random,Beta_Low,1.0,13
120,Degree,Beta_Low,1.0,5
120,Betweenness,Beta_Low,1.0,6
120,Random,Beta_Mid,0.018,2
120,Degree,Beta_Mid,0.252,7
120,Betweenness,Beta_Mid,0.252,6
120,Random,"Beta_High, Normal, Constant_0.4",0.013,1
120,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
120,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
121,Random,Fixed_0.2,1.0,8
121,Degree,Fixed_0.2,1.0,4
121,Betweenness,Fixed_0.2,1.0,4
121,Random,Uniform,0.2155,26
121,Degree,Uniform,0.5535,10
121,Betweenness,Uniform,0.5615,10
121,Random,Beta_Low,1.0,13
121,Degree,Beta_Low,1.0,6
121,Betweenness,Beta_Low,1.0,6
121,Random,Beta_Mid,0.01,0
121,Degree,Beta_Mid,0.2825,10
121,Betweenness,Beta_Mid,0.284,12
121,Random,"Beta_High, Normal, Constant_0.4",0.014,1
121,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
121,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
122,Random,Fixed_0.2,1.0,11
122,Degree,Fixed_0.2,1.0,4
122,Betweenness,Fixed_0.2,1.0,4
122,Random,Uniform,0.034,5
122,Degree,Uniform,0.5425,20
122,Betweenness,Uniform,0.5545,26
122,Random,Beta_Low,0.039,8
122,Degree,Beta_Low,1.0,6
122,Betweenness,Beta_Low,1.0,6
122,Random,Beta_Mid,0.0195,4
122,Degree,Beta_Mid,0.404,12
122,Betweenness,Beta_Mid,0.3965,15
122,Random,"Beta_High, Normal, Constant_0.4",0.0165,1
122,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
122,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
123,Random,Fixed_0.2,1.0,10
123,Degree,Fixed_0.2,1.0,4
123,Betweenness,Fixed_0.2,1.0,4
123,Random,Uniform,0.0345,8
123,Degree,Uniform,0.484,12
123,Betweenness,Uniform,0.4875,15
123,Random,Beta_Low,1.0,15
123,Degree,Beta_Low,1.0,7
123,Betweenness,Beta_Low,1.0,7
123,Random,Beta_Mid,0.0215,3
123,Degree,Beta_Mid,0.4415,16
123,Betweenness,Beta_Mid,0.4445,16
123,Random,"Beta_High, Normal, Constant_0.4",0.011,1
123,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
123,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
124,Random,Fixed_0.2,1.0,9
124,Degree,Fixed_0.2,1.0,4
124,Betweenness,Fixed_0.2,1.0,4
124,Random,Uniform,0.0495,9
124,Degree,Uniform,0.577,13
124,Betweenness,Uniform,0.586,14
124,Random,Beta_Low,1.0,13
124,Degree,Beta_Low,1.0,6
124,Betweenness,Beta_Low,1.0,6
124,Random,Beta_Mid,0.0155,2
124,Degree,Beta_Mid,0.3355,9
124,Betweenness,Beta_Mid,0.3355,9
124,Random,"Beta_High, Normal, Constant_0.4",0.011,1
124,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
124,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
125,Random,Fixed_0.2,1.0,6
125,Degree,Fixed_0.2,1.0,4
125,Betweenness,Fixed_0.2,1.0,4
125,Random,Uniform,0.0625,8
125,Degree,Uniform,0.498,14
125,Betweenness,Uniform,0.4925,13
125,Random,Beta_Low,1.0,13
125,Degree,Beta_Low,1.0,6
125,Betweenness,Beta_Low,1.0,6
125,Random,Beta_Mid,0.013,2
125,Degree,Beta_Mid,0.2585,8
125,Betweenness,Beta_Mid,0.265,11
125,Random,"Beta_High, Normal, Constant_0.4",0.017,1
125,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
125,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
126,Random,Fixed_0.2,1.0,9
126,Degree,Fixed_0.2,1.0,4
126,Betweenness,Fixed_0.2,1.0,4
126,Random,Uniform,0.039,6
126,Degree,Uniform,0.543,11
126,Betweenness,Uniform,0.543,11
126,Random,Beta_Low,1.0,13
126,Degree,Beta_Low,1.0,7
126,Betweenness,Beta_Low,1.0,7
126,Random,Beta_Mid,0.0285,4
126,Degree,Beta_Mid,0.436,21
126,Betweenness,Beta_Mid,0.4485,21
126,Random,"Beta_High, Normal, Constant_0.4",0.0115,1
126,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
126,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
127,Random,Fixed_0.2,1.0,10
127,Degree,Fixed_0.2,1.0,4
127,Betweenness,Fixed_0.2,1.0,4
127,Random,Uniform,0.057,9
127,Degree,Uniform,0.4855,13
127,Betweenness,Uniform,0.464,12
127,Random,Beta_Low,1.0,22
127,Degree,Beta_Low,1.0,7
127,Betweenness,Beta_Low,1.0,7
127,Random,Beta_Mid,0.023,4
127,Degree,Beta_Mid,0.27,8
127,Betweenness,Beta_Mid,0.2565,6
127,Random,"Beta_High, Normal, Constant_0.4",0.0115,1
127,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
127,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
128,Random,Fixed_0.2,1.0,15
128,Degree,Fixed_0.2,1.0,4
128,Betweenness,Fixed_0.2,1.0,4
128,Random,Uniform,0.0705,14
128,Degree,Uniform,0.4075,10
128,Betweenness,Uniform,0.4085,10
128,Random,Beta_Low,1.0,17
128,Degree,Beta_Low,1.0,5
128,Betweenness,Beta_Low,1.0,6
128,Random,Beta_Mid,0.015,1
128,Degree,Beta_Mid,0.409,21
128,Betweenness,Beta_Mid,0.395,17
128,Random,"Beta_High, Normal, Constant_0.4",0.01,0
128,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
128,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
129,Random,Fixed_0.2,1.0,14
129,Degree,Fixed_0.2,1.0,4
129,Betweenness,Fixed_0.2,1.0,4
129,Random,Uniform,0.131,11
129,Degree,Uniform,0.485,11
129,Betweenness,Uniform,0.4665,13
129,Random,Beta_Low,0.0405,4
129,Degree,Beta_Low,1.0,8
129,Betweenness,Beta_Low,1.0,8
129,Random,Beta_Mid,0.0315,4
129,Degree,Beta_Mid,0.302,10
129,Betweenness,Beta_Mid,0.3225,10
129,Random,"Beta_High, Normal, Constant_0.4",0.0135,1
129,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
129,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
130,Random,Fixed_0.2,1.0,12
130,Degree,Fixed_0.2,1.0,4
130,Betweenness,Fixed_0.2,1.0,4
130,Random,Uniform,0.0355,6
130,Degree,Uniform,0.55,13
130,Betweenness,Uniform,0.5625,13
130,Random,Beta_Low,1.0,13
130,Degree,Beta_Low,1.0,7
130,Betweenness,Beta_Low,1.0,7
130,Random,Beta_Mid,0.0515,8
130,Degree,Beta_Mid,0.3455,13
130,Betweenness,Beta_Mid,0.38,19
130,Random,"Beta_High, Normal, Constant_0.4",0.0115,1
130,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
130,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
131,Random,Fixed_0.2,1.0,9
131,Degree,Fixed_0.2,1.0,4
131,Betweenness,Fixed_0.2,1.0,4
131,Random,Uniform,0.067,9
131,Degree,Uniform,0.4715,10
131,Betweenness,Uniform,0.4715,10
131,Random,Beta_Low,1.0,19
131,Degree,Beta_Low,1.0,7
131,Betweenness,Beta_Low,1.0,7
131,Random,Beta_Mid,0.0175,2
131,Degree,Beta_Mid,0.325,29
131,Betweenness,Beta_Mid,0.2955,15
131,Random,"Beta_High, Normal, Constant_0.4",0.0105,1
131,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
131,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
132,Random,Fixed_0.2,1.0,12
132,Degree,Fixed_0.2,1.0,4
132,Betweenness,Fixed_0.2,1.0,4
132,Random,Uniform,0.024,5
132,Degree,Uniform,0.479,11
132,Betweenness,Uniform,0.4895,10
132,Random,Beta_Low,1.0,17
132,Degree,Beta_Low,1.0,8
132,Betweenness,Beta_Low,1.0,8
132,Random,Beta_Mid,0.045,6
132,Degree,Beta_Mid,0.3415,19
132,Betweenness,Beta_Mid,0.325,11
132,Random,"Beta_High, Normal, Constant_0.4",0.0135,1
132,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
132,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
133,Random,Fixed_0.2,1.0,22
133,Degree,Fixed_0.2,1.0,4
133,Betweenness,Fixed_0.2,1.0,4
133,Random,Uniform,0.025,3
133,Degree,Uniform,0.5635,16
133,Betweenness,Uniform,0.5605,15
133,Random,Beta_Low,1.0,15
133,Degree,Beta_Low,1.0,6
133,Betweenness,Beta_Low,1.0,6
133,Random,Beta_Mid,0.0465,5
133,Degree,Beta_Mid,0.33,11
133,Betweenness,Beta_Mid,0.313,10
133,Random,"Beta_High, Normal, Constant_0.4",0.012,1
133,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
133,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
134,Random,Fixed_0.2,1.0,17
134,Degree,Fixed_0.2,1.0,4
134,Betweenness,Fixed_0.2,1.0,4
134,Random,Uniform,0.0375,9
134,Degree,Uniform,0.4475,10
134,Betweenness,Uniform,0.4385,12
134,Random,Beta_Low,1.0,29
134,Degree,Beta_Low,1.0,6
134,Betweenness,Beta_Low,1.0,6
134,Random,Beta_Mid,0.0195,3
134,Degree,Beta_Mid,0.2995,13
134,Betweenness,Beta_Mid,0.297,10
134,Random,"Beta_High, Normal, Constant_0.4",0.011,1
134,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
134,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
135,Random,Fixed_0.2,1.0,9
135,Degree,Fixed_0.2,1.0,4
135,Betweenness,Fixed_0.2,1.0,4
135,Random,Uniform,0.0285,6
135,Degree,Uniform,0.494,12
135,Betweenness,Uniform,0.463,14
135,Random,Beta_Low,1.0,16
135,Degree,Beta_Low,1.0,6
135,Betweenness,Beta_Low,1.0,6
135,Random,Beta_Mid,0.0135,2
135,Degree,Beta_Mid,0.3365,12
135,Betweenness,Beta_Mid,0.317,10
135,Random,"Beta_High, Normal, Constant_0.4",0.0125,1
135,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
135,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
136,Random,Fixed_0.2,1.0,10
136,Degree,Fixed_0.2,1.0,4
136,Betweenness,Fixed_0.2,1.0,4
136,Random,Uniform,0.1325,11
136,Degree,Uniform,0.4805,10
136,Betweenness,Uniform,0.4615,10
136,Random,Beta_Low,1.0,17
136,Degree,Beta_Low,1.0,7
136,Betweenness,Beta_Low,1.0,7
136,Random,Beta_Mid,0.015,3
136,Degree,Beta_Mid,0.3515,15
136,Betweenness,Beta_Mid,0.352,18
136,Random,"Beta_High, Normal, Constant_0.4",0.0135,1
136,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
136,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
137,Random,Fixed_0.2,1.0,10
137,Degree,Fixed_0.2,1.0,4
137,Betweenness,Fixed_0.2,1.0,4
137,Random,Uniform,0.127,12
137,Degree,Uniform,0.427,10
137,Betweenness,Uniform,0.4315,10
137,Random,Beta_Low,1.0,11
137,Degree,Beta_Low,1.0,7
137,Betweenness,Beta_Low,1.0,6
137,Random,Beta_Mid,0.0225,4
137,Degree,Beta_Mid,0.2745,13
137,Betweenness,Beta_Mid,0.286,12
137,Random,"Beta_High, Normal, Constant_0.4",0.012,2
137,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
137,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
138,Random,Fixed_0.2,1.0,7
138,Degree,Fixed_0.2,1.0,4
138,Betweenness,Fixed_0.2,1.0,4
138,Random,Uniform,0.0325,8
138,Degree,Uniform,0.525,10
138,Betweenness,Uniform,0.534,12
138,Random,Beta_Low,1.0,11
138,Degree,Beta_Low,1.0,6
138,Betweenness,Beta_Low,1.0,6
138,Random,Beta_Mid,0.015,2
138,Degree,Beta_Mid,0.2565,8
138,Betweenness,Beta_Mid,0.2515,10
138,Random,"Beta_High, Normal, Constant_0.4",0.0135,1
138,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
138,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
139,Random,Fixed_0.2,1.0,11
139,Degree,Fixed_0.2,1.0,4
139,Betweenness,Fixed_0.2,1.0,4
139,Random,Uniform,0.027,7
139,Degree,Uniform,0.436,11
139,Betweenness,Uniform,0.4285,11
139,Random,Beta_Low,0.999,12
139,Degree,Beta_Low,0.999,6
139,Betweenness,Beta_Low,0.999,6
139,Random,Beta_Mid,0.014,2
139,Degree,Beta_Mid,0.3675,11
139,Betweenness,Beta_Mid,0.374,12
139,Random,"Beta_High, Normal, Constant_0.4",0.013,1
139,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
139,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
140,Random,Fixed_0.2,1.0,9
140,Degree,Fixed_0.2,1.0,4
140,Betweenness,Fixed_0.2,1.0,4
140,Random,Uniform,0.032,4
140,Degree,Uniform,0.493,11
140,Betweenness,Uniform,0.475,14
140,Random,Beta_Low,0.999,19
140,Degree,Beta_Low,0.999,6
140,Betweenness,Beta_Low,0.999,6
140,Random,Beta_Mid,0.0115,1
140,Degree,Beta_Mid,0.3045,14
140,Betweenness,Beta_Mid,0.2955,12
140,Random,"Beta_High, Normal, Constant_0.4",0.013,1
140,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
140,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
141,Random,Fixed_0.2,1.0,11
141,Degree,Fixed_0.2,1.0,4
141,Betweenness,Fixed_0.2,1.0,4
141,Random,Uniform,0.084,7
141,Degree,Uniform,0.468,15
141,Betweenness,Uniform,0.461,15
141,Random,Beta_Low,1.0,23
141,Degree,Beta_Low,1.0,6
141,Betweenness,Beta_Low,1.0,6
141,Random,Beta_Mid,0.0175,2
141,Degree,Beta_Mid,0.2925,9
141,Betweenness,Beta_Mid,0.3,10
