Trial,Strategy,Threshold_Dist,Final_Fraction,TimeToConverge
260,Random,Fixed_0.2,1.0,11
260,Degree,Fixed_0.2,1.0,4
260,Betweenness,Fixed_0.2,1.0,4
260,Random,Uniform,0.0205,3
260,Degree,Uniform,0.51,25
260,Betweenness,Uniform,0.501,15
260,Random,Beta_Low,1.0,12
260,Degree,Beta_Low,1.0,6
260,Betweenness,Beta_Low,1.0,6
260,Random,Beta_Mid,0.025,5
260,Degree,Beta_Mid,0.446,25
260,Betweenness,Beta_Mid,0.426,26
260,Random,"Beta_High, Normal, Constant_0.4",0.0135,1
260,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
260,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
261,Random,Fixed_0.2,1.0,7
261,Degree,Fixed_0.2,1.0,4
261,Betweenness,Fixed_0.2,1.0,4
261,Random,Uniform,0.0435,9
261,Degree,Uniform,0.463,14
261,Betweenness,Uniform,0.4735,13
261,Random,Beta_Low,1.0,16
261,Degree,Beta_Low,1.0,6
261,Betweenness,Beta_Low,1.0,6
261,Random,Beta_Mid,0.019,3
261,Degree,Beta_Mid,0.4305,26
261,Betweenness,Beta_Mid,0.4265,33
261,Random,"Beta_High, Normal, Constant_0.4",0.01,0
261,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
261,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
262,Random,Fixed_0.2,1.0,7
262,Degree,Fixed_0.2,1.0,4
262,Betweenness,Fixed_0.2,1.0,4
262,Random,Uniform,0.108,12
262,Degree,Uniform,0.442,13
262,Betweenness,Uniform,0.421,13
262,Random,Beta_Low,1.0,19
262,Degree,Beta_Low,1.0,7
262,Betweenness,Beta_Low,1.0,7
262,Random,Beta_Mid,0.0135,2
262,Degree,Beta_Mid,0.329,12
262,Betweenness,Beta_Mid,0.3275,12
262,Random,"Beta_High, Normal, Constant_0.4",0.012,1
262,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
262,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
263,Random,Fixed_0.2,1.0,8
263,Degree,Fixed_0.2,1.0,4
263,Betweenness,Fixed_0.2,1.0,4
263,Random,Uniform,0.016,2
263,Degree,Uniform,0.501,14
263,Betweenness,Uniform,0.4865,18
263,Random,Beta_Low,1.0,17
263,Degree,Beta_Low,1.0,7
263,Betweenness,Beta_Low,1.0,7
263,Random,Beta_Mid,0.019,3
263,Degree,Beta_Mid,0.4105,13
263,Betweenness,Beta_Mid,0.41,13
263,Random,"Beta_High, Normal, Constant_0.4",0.0175,2
263,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
263,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
264,Random,Fixed_0.2,1.0,12
264,Degree,Fixed_0.2,1.0,4
264,Betweenness,Fixed_0.2,1.0,4
264,Random,Uniform,0.0275,3
264,Degree,Uniform,0.4515,24
264,Betweenness,Uniform,0.455,22
264,Random,Beta_Low,1.0,15
264,Degree,Beta_Low,1.0,7
264,Betweenness,Beta_Low,1.0,7
264,Random,Beta_Mid,0.021,2
264,Degree,Beta_Mid,0.37,21
264,Betweenness,Beta_Mid,0.373,14
264,Random,"Beta_High, Normal, Constant_0.4",0.014,2
264,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
264,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
265,Random,Fixed_0.2,1.0,12
265,Degree,Fixed_0.2,1.0,4
265,Betweenness,Fixed_0.2,1.0,4
265,Random,Uniform,0.2745,19
265,Degree,Uniform,0.5095,15
265,Betweenness,Uniform,0.523,15
265,Random,Beta_Low,0.0205,3
265,Degree,Beta_Low,1.0,6
265,Betweenness,Beta_Low,1.0,6
265,Random,Beta_Mid,0.0195,3
265,Degree,Beta_Mid,0.316,9
265,Betweenness,Beta_Mid,0.3175,11
265,Random,"Beta_High, Normal, Constant_0.4",0.012,1
265,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
265,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
266,Random,Fixed_0.2,1.0,12
266,Degree,Fixed_0.2,1.0,4
266,Betweenness,Fixed_0.2,1.0,4
266,Random,Uniform,0.114,19
266,Degree,Uniform,0.4625,12
266,Betweenness,Uniform,0.4695,10
266,Random,Beta_Low,0.999,21
266,Degree,Beta_Low,0.999,6
266,Betweenness,Beta_Low,0.999,6
266,Random,Beta_Mid,0.018,2
266,Degree,Beta_Mid,0.3145,12
266,Betweenness,Beta_Mid,0.297,12
266,Random,"Beta_High, Normal, Constant_0.4",0.0155,1
266,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
266,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
267,Random,Fixed_0.2,1.0,9
267,Degree,Fixed_0.2,1.0,4
267,Betweenness,Fixed_0.2,1.0,4
267,Random,Uniform,0.083,19
267,Degree,Uniform,0.4755,10
267,Betweenness,Uniform,0.4735,10
267,Random,Beta_Low,1.0,20
267,Degree,Beta_Low,1.0,6
267,Betweenness,Beta_Low,1.0,6
267,Random,Beta_Mid,0.019,4
267,Degree,Beta_Mid,0.339,10
267,Betweenness,Beta_Mid,0.366,15
267,Random,"Beta_High, Normal, Constant_0.4",0.016,1
267,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
267,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
268,Random,Fixed_0.2,1.0,11
268,Degree,Fixed_0.2,1.0,4
268,Betweenness,Fixed_0.2,1.0,4
268,Random,Uniform,0.0565,5
268,Degree,Uniform,0.4585,11
268,Betweenness,Uniform,0.4385,10
268,Random,Beta_Low,1.0,15
268,Degree,Beta_Low,1.0,7
268,Betweenness,Beta_Low,1.0,7
268,Random,Beta_Mid,0.0185,2
268,Degree,Beta_Mid,0.315,9
268,Betweenness,Beta_Mid,0.312,10
268,Random,"Beta_High, Normal, Constant_0.4",0.0145,3
268,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
268,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
269,Random,Fixed_0.2,1.0,7
269,Degree,Fixed_0.2,1.0,4
269,Betweenness,Fixed_0.2,1.0,4
269,Random,Uniform,0.033,4
269,Degree,Uniform,0.4415,14
269,Betweenness,Uniform,0.438,14
269,Random,Beta_Low,1.0,14
269,Degree,Beta_Low,1.0,6
269,Betweenness,Beta_Low,1.0,6
269,Random,Beta_Mid,0.012,1
269,Degree,Beta_Mid,0.3225,14
269,Betweenness,Beta_Mid,0.314,8
269,Random,"Beta_High, Normal, Constant_0.4",0.012,1
269,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
269,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
270,Random,Fixed_0.2,1.0,11
270,Degree,Fixed_0.2,1.0,4
270,Betweenness,Fixed_0.2,1.0,4
270,Random,Uniform,0.0675,9
270,Degree,Uniform,0.474,10
270,Betweenness,Uniform,0.493,10
270,Random,Beta_Low,0.999,15
270,Degree,Beta_Low,0.999,6
270,Betweenness,Beta_Low,0.999,6
270,Random,Beta_Mid,0.0185,2
270,Degree,Beta_Mid,0.3685,18
270,Betweenness,Beta_Mid,0.347,14
270,Random,"Beta_High, Normal, Constant_0.4",0.011,1
270,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
270,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
271,Random,Fixed_0.2,1.0,16
271,Degree,Fixed_0.2,1.0,4
271,Betweenness,Fixed_0.2,1.0,4
271,Random,Uniform,0.0355,6
271,Degree,Uniform,0.494,15
271,Betweenness,Uniform,0.5055,15
271,Random,Beta_Low,1.0,14
271,Degree,Beta_Low,1.0,7
271,Betweenness,Beta_Low,1.0,7
271,Random,Beta_Mid,0.019,4
271,Degree,Beta_Mid,0.295,16
271,Betweenness,Beta_Mid,0.2975,13
271,Random,"Beta_High, Normal, Constant_0.4",0.0125,1
271,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
271,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
272,Random,Fixed_0.2,1.0,13
272,Degree,Fixed_0.2,1.0,4
272,Betweenness,Fixed_0.2,1.0,4
272,Random,Uniform,0.05,7
272,Degree,Uniform,0.477,18
272,Betweenness,Uniform,0.447,16
272,Random,Beta_Low,1.0,15
272,Degree,Beta_Low,1.0,7
272,Betweenness,Beta_Low,1.0,7
272,Random,Beta_Mid,0.023,3
272,Degree,Beta_Mid,0.319,13
272,Betweenness,Beta_Mid,0.3015,10
272,Random,"Beta_High, Normal, Constant_0.4",0.013,1
272,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
272,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
273,Random,Fixed_0.2,1.0,12
273,Degree,Fixed_0.2,1.0,4
273,Betweenness,Fixed_0.2,1.0,4
273,Random,Uniform,0.0255,4
273,Degree,Uniform,0.503,19
273,Betweenness,Uniform,0.519,19
273,Random,Beta_Low,1.0,17
273,Degree,Beta_Low,1.0,6
273,Betweenness,Beta_Low,1.0,6
273,Random,Beta_Mid,0.0185,2
273,Degree,Beta_Mid,0.337,9
273,Betweenness,Beta_Mid,0.345,9
273,Random,"Beta_High, Normal, Constant_0.4",0.02,2
273,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
273,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
274,Random,Fixed_0.2,1.0,9
274,Degree,Fixed_0.2,1.0,4
274,Betweenness,Fixed_0.2,1.0,4
274,Random,Uniform,0.0265,4
274,Degree,Uniform,0.6,14
274,Betweenness,Uniform,0.5915,13
274,Random,Beta_Low,1.0,14
274,Degree,Beta_Low,1.0,7
274,Betweenness,Beta_Low,1.0,7
274,Random,Beta_Mid,0.0195,6
274,Degree,Beta_Mid,0.2615,13
274,Betweenness,Beta_Mid,0.262,13
274,Random,"Beta_High, Normal, Constant_0.4",0.012,1
274,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
274,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
275,Random,Fixed_0.2,1.0,8
275,Degree,Fixed_0.2,1.0,4
275,Betweenness,Fixed_0.2,1.0,4
275,Random,Uniform,0.021,4
275,Degree,Uniform,0.539,12
275,Betweenness,Uniform,0.539,12
275,Random,Beta_Low,1.0,25
275,Degree,Beta_Low,1.0,6
275,Betweenness,Beta_Low,1.0,6
275,Random,Beta_Mid,0.022,5
275,Degree,Beta_Mid,0.325,9
275,Betweenness,Beta_Mid,0.341,9
275,Random,"Beta_High, Normal, Constant_0.4",0.0135,1
275,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
275,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
276,Random,Fixed_0.2,1.0,14
276,Degree,Fixed_0.2,1.0,4
276,Betweenness,Fixed_0.2,1.0,4
276,Random,Uniform,0.0435,8
276,Degree,Uniform,0.454,14
276,Betweenness,Uniform,0.4645,14
276,Random,Beta_Low,1.0,16
276,Degree,Beta_Low,1.0,7
276,Betweenness,Beta_Low,1.0,7
276,Random,Beta_Mid,0.015,3
276,Degree,Beta_Mid,0.295,12
276,Betweenness,Beta_Mid,0.357,22
276,Random,"Beta_High, Normal, Constant_0.4",0.0115,1
276,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
276,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
277,Random,Fixed_0.2,1.0,12
277,Degree,Fixed_0.2,1.0,4
277,Betweenness,Fixed_0.2,1.0,4
277,Random,Uniform,0.072,14
277,Degree,Uniform,0.407,10
277,Betweenness,Uniform,0.4315,14
277,Random,Beta_Low,0.9985,15
277,Degree,Beta_Low,0.9985,6
277,Betweenness,Beta_Low,0.9985,6
277,Random,Beta_Mid,0.0225,2
277,Degree,Beta_Mid,0.344,12
277,Betweenness,Beta_Mid,0.3435,14
277,Random,"Beta_High, Normal, Constant_0.4",0.011,1
277,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
277,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
278,Random,Fixed_0.2,1.0,14
278,Degree,Fixed_0.2,1.0,4
278,Betweenness,Fixed_0.2,1.0,4
278,Random,Uniform,0.111,10
278,Degree,Uniform,0.445,14
278,Betweenness,Uniform,0.43,14
278,Random,Beta_Low,1.0,16
278,Degree,Beta_Low,1.0,6
278,Betweenness,Beta_Low,1.0,6
278,Random,Beta_Mid,0.016,2
278,Degree,Beta_Mid,0.3105,11
278,Betweenness,Beta_Mid,0.295,9
278,Random,"Beta_High, Normal, Constant_0.4",0.013,2
278,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
278,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
279,Random,Fixed_0.2,1.0,11
279,Degree,Fixed_0.2,1.0,4
279,Betweenness,Fixed_0.2,1.0,4
279,Random,Uniform,0.038,14
279,Degree,Uniform,0.53,11
279,Betweenness,Uniform,0.528,11
279,Random,Beta_Low,1.0,16
279,Degree,Beta_Low,1.0,6
279,Betweenness,Beta_Low,1.0,6
279,Random,Beta_Mid,0.016,3
279,Degree,Beta_Mid,0.303,16
279,Betweenness,Beta_Mid,0.305,16
279,Random,"Beta_High, Normal, Constant_0.4",0.0175,2
279,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
279,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
280,Random,Fixed_0.2,1.0,9
280,Degree,Fixed_0.2,1.0,4
280,Betweenness,Fixed_0.2,1.0,4
280,Random,Uniform,0.0475,8
280,Degree,Uniform,0.487,11
280,Betweenness,Uniform,0.489,11
280,Random,Beta_Low,1.0,16
280,Degree,Beta_Low,1.0,7
280,Betweenness,Beta_Low,1.0,7
280,Random,Beta_Mid,0.0275,2
280,Degree,Beta_Mid,0.385,19
280,Betweenness,Beta_Mid,0.397,15
280,Random,"Beta_High, Normal, Constant_0.4",0.0125,1
280,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
280,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
281,Random,Fixed_0.2,1.0,13
281,Degree,Fixed_0.2,1.0,4
281,Betweenness,Fixed_0.2,1.0,4
281,Random,Uniform,0.0215,4
281,Degree,Uniform,0.497,10
281,Betweenness,Uniform,0.494,10
281,Random,Beta_Low,0.999,17
281,Degree,Beta_Low,0.999,6
281,Betweenness,Beta_Low,0.999,7
281,Random,Beta_Mid,0.018,3
281,Degree,Beta_Mid,0.371,21
281,Betweenness,Beta_Mid,0.374,17
281,Random,"Beta_High, Normal, Constant_0.4",0.0165,1
281,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
281,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
282,Random,Fixed_0.2,1.0,11
282,Degree,Fixed_0.2,1.0,4
282,Betweenness,Fixed_0.2,1.0,4
282,Random,Uniform,0.0295,7
282,Degree,Uniform,0.4695,12
282,Betweenness,Uniform,0.4735,13
282,Random,Beta_Low,1.0,12
282,Degree,Beta_Low,1.0,6
282,Betweenness,Beta_Low,1.0,7
282,Random,Beta_Mid,0.0125,1
282,Degree,Beta_Mid,0.3515,10
282,Betweenness,Beta_Mid,0.3335,12
282,Random,"Beta_High, Normal, Constant_0.4",0.012,1
282,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
282,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
283,Random,Fixed_0.2,1.0,14
283,Degree,Fixed_0.2,1.0,4
283,Betweenness,Fixed_0.2,1.0,4
283,Random,Uniform,0.0355,8
283,Degree,Uniform,0.5595,16
283,Betweenness,Uniform,0.562,16
283,Random,Beta_Low,0.999,16
283,Degree,Beta_Low,0.999,6
283,Betweenness,Beta_Low,0.999,6
283,Random,Beta_Mid,0.021,6
283,Degree,Beta_Mid,0.3,9
283,Betweenness,Beta_Mid,0.292,7
283,Random,"Beta_High, Normal, Constant_0.4",0.0115,1
283,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
283,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
284,Random,Fixed_0.2,1.0,9
284,Degree,Fixed_0.2,1.0,4
284,Betweenness,Fixed_0.2,1.0,4
284,Random,Uniform,0.0435,8
284,Degree,Uniform,0.5165,18
284,Betweenness,Uniform,0.5175,18
284,Random,Beta_Low,0.999,24
284,Degree,Beta_Low,0.999,7
284,Betweenness,Beta_Low,0.999,7
284,Random,Beta_Mid,0.0295,4
284,Degree,Beta_Mid,0.3745,18
284,Betweenness,Beta_Mid,0.3735,18
284,Random,"Beta_High, Normal, Constant_0.4",0.0145,1
284,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
284,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
285,Random,Fixed_0.2,1.0,9
285,Degree,Fixed_0.2,1.0,4
285,Betweenness,Fixed_0.2,1.0,4
285,Random,Uniform,0.033,5
285,Degree,Uniform,0.5525,12
285,Betweenness,Uniform,0.5525,15
285,Random,Beta_Low,1.0,13
285,Degree,Beta_Low,1.0,6
285,Betweenness,Beta_Low,1.0,7
285,Random,Beta_Mid,0.012,1
285,Degree,Beta_Mid,0.3005,8
285,Betweenness,Beta_Mid,0.312,12
285,Random,"Beta_High, Normal, Constant_0.4",0.01,0
285,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
285,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
286,Random,Fixed_0.2,1.0,7
286,Degree,Fixed_0.2,1.0,4
286,Betweenness,Fixed_0.2,1.0,4
286,Random,Uniform,0.04,5
286,Degree,Uniform,0.5085,13
286,Betweenness,Uniform,0.5135,20
286,Random,Beta_Low,1.0,14
286,Degree,Beta_Low,1.0,7
286,Betweenness,Beta_Low,1.0,7
286,Random,Beta_Mid,0.0205,3
286,Degree,Beta_Mid,0.369,21
286,Betweenness,Beta_Mid,0.366,20
286,Random,"Beta_High, Normal, Constant_0.4",0.015,1
286,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
286,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
287,Random,Fixed_0.2,1.0,13
287,Degree,Fixed_0.2,1.0,4
287,Betweenness,Fixed_0.2,1.0,4
287,Random,Uniform,0.0285,3
287,Degree,Uniform,0.455,18
287,Betweenness,Uniform,0.4525,11
287,Random,Beta_Low,0.998,16
287,Degree,Beta_Low,0.998,7
287,Betweenness,Beta_Low,0.998,7
287,Random,Beta_Mid,0.016,3
287,Degree,Beta_Mid,0.359,10
287,Betweenness,Beta_Mid,0.3645,10
287,Random,"Beta_High, Normal, Constant_0.4",0.0115,1
287,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
287,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
288,Random,Fixed_0.2,1.0,14
288,Degree,Fixed_0.2,1.0,4
288,Betweenness,Fixed_0.2,1.0,4
288,Random,Uniform,0.0605,13
288,Degree,Uniform,0.525,12
288,Betweenness,Uniform,0.525,12
288,Random,Beta_Low,1.0,14
288,Degree,Beta_Low,1.0,7
288,Betweenness,Beta_Low,1.0,7
288,Random,Beta_Mid,0.014,3
288,Degree,Beta_Mid,0.3145,12
288,Betweenness,Beta_Mid,0.3035,11
288,Random,"Beta_High, Normal, Constant_0.4",0.0175,1
288,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
288,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
289,Random,Fixed_0.2,1.0,8
289,Degree,Fixed_0.2,1.0,4
289,Betweenness,Fixed_0.2,1.0,4
289,Random,Uniform,0.0345,6
289,Degree,Uniform,0.4875,15
289,Betweenness,Uniform,0.487,9
289,Random,Beta_Low,1.0,13
289,Degree,Beta_Low,1.0,7
289,Betweenness,Beta_Low,1.0,7
289,Random,Beta_Mid,0.021,6
289,Degree,Beta_Mid,0.303,10
289,Betweenness,Beta_Mid,0.296,9
289,Random,"Beta_High, Normal, Constant_0.4",0.011,1
289,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
289,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
290,Random,Fixed_0.2,1.0,12
290,Degree,Fixed_0.2,1.0,4
290,Betweenness,Fixed_0.2,1.0,4
290,Random,Uniform,0.029,5
290,Degree,Uniform,0.4975,18
290,Betweenness,Uniform,0.489,18
290,Random,Beta_Low,1.0,11
290,Degree,Beta_Low,1.0,6
290,Betweenness,Beta_Low,1.0,6
290,Random,Beta_Mid,0.0425,7
290,Degree,Beta_Mid,0.3555,12
290,Betweenness,Beta_Mid,0.362,12
290,Random,"Beta_High, Normal, Constant_0.4",0.0125,2
290,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
290,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
291,Random,Fixed_0.2,1.0,14
291,Degree,Fixed_0.2,1.0,4
291,Betweenness,Fixed_0.2,1.0,4
291,Random,Uniform,0.2035,9
291,Degree,Uniform,0.5545,12
291,Betweenness,Uniform,0.5435,11
291,Random,Beta_Low,1.0,12
291,Degree,Beta_Low,1.0,7
291,Betweenness,Beta_Low,1.0,7
291,Random,Beta_Mid,0.0255,5
291,Degree,Beta_Mid,0.337,9
291,Betweenness,Beta_Mid,0.3355,9
291,Random,"Beta_High, Normal, Constant_0.4",0.014,1
291,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
291,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
292,Random,Fixed_0.2,1.0,8
292,Degree,Fixed_0.2,1.0,4
292,Betweenness,Fixed_0.2,1.0,4
292,Random,Uniform,0.024,6
292,Degree,Uniform,0.5135,13
292,Betweenness,Uniform,0.503,14
292,Random,Beta_Low,1.0,14
292,Degree,Beta_Low,1.0,6
292,Betweenness,Beta_Low,1.0,6
292,Random,Beta_Mid,0.0135,2
292,Degree,Beta_Mid,0.367,14
292,Betweenness,Beta_Mid,0.353,14
292,Random,"Beta_High, Normal, Constant_0.4",0.0105,1
292,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
292,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
293,Random,Fixed_0.2,1.0,11
293,Degree,Fixed_0.2,1.0,4
293,Betweenness,Fixed_0.2,1.0,4
293,Random,Uniform,0.032,6
293,Degree,Uniform,0.461,12
293,Betweenness,Uniform,0.46,13
293,Random,Beta_Low,1.0,18
293,Degree,Beta_Low,1.0,7
293,Betweenness,Beta_Low,1.0,7
293,Random,Beta_Mid,0.026,3
293,Degree,Beta_Mid,0.3385,14
293,Betweenness,Beta_Mid,0.3265,12
293,Random,"Beta_High, Normal, Constant_0.4",0.011,1
293,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
293,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
294,Random,Fixed_0.2,1.0,16
294,Degree,Fixed_0.2,1.0,4
294,Betweenness,Fixed_0.2,1.0,4
294,Random,Uniform,0.021,4
294,Degree,Uniform,0.527,13
294,Betweenness,Uniform,0.527,13
294,Random,Beta_Low,1.0,16
294,Degree,Beta_Low,1.0,7
294,Betweenness,Beta_Low,1.0,6
294,Random,Beta_Mid,0.0215,4
294,Degree,Beta_Mid,0.326,9
294,Betweenness,Beta_Mid,0.317,9
294,Random,"Beta_High, Normal, Constant_0.4",0.0125,1
294,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
294,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
295,Random,Fixed_0.2,1.0,10
295,Degree,Fixed_0.2,1.0,4
295,Betweenness,Fixed_0.2,1.0,4
295,Random,Uniform,0.043,8
295,Degree,Uniform,0.479,12
295,Betweenness,Uniform,0.4565,11
295,Random,Beta_Low,0.0185,3
295,Degree,Beta_Low,0.999,6
295,Betweenness,Beta_Low,0.999,6
295,Random,Beta_Mid,0.0195,5
295,Degree,Beta_Mid,0.315,11
295,Betweenness,Beta_Mid,0.3,10
295,Random,"Beta_High, Normal, Constant_0.4",0.0115,1
295,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
295,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
296,Random,Fixed_0.2,1.0,10
296,Degree,Fixed_0.2,1.0,4
296,Betweenness,Fixed_0.2,1.0,4
296,Random,Uniform,0.0385,8
296,Degree,Uniform,0.496,12
296,Betweenness,Uniform,0.5045,12
296,Random,Beta_Low,1.0,14
296,Degree,Beta_Low,1.0,6
296,Betweenness,Beta_Low,1.0,6
296,Random,Beta_Mid,0.0155,3
296,Degree,Beta_Mid,0.2625,14
296,Betweenness,Beta_Mid,0.253,10
296,Random,"Beta_High, Normal, Constant_0.4",0.012,1
296,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
296,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
297,Random,Fixed_0.2,1.0,12
297,Degree,Fixed_0.2,1.0,4
297,Betweenness,Fixed_0.2,1.0,4
297,Random,Uniform,0.1375,12
297,Degree,Uniform,0.506,13
297,Betweenness,Uniform,0.4735,11
297,Random,Beta_Low,1.0,15
297,Degree,Beta_Low,1.0,7
297,Betweenness,Beta_Low,1.0,7
297,Random,Beta_Mid,0.013,1
297,Degree,Beta_Mid,0.3135,11
297,Betweenness,Beta_Mid,0.314,11
297,Random,"Beta_High, Normal, Constant_0.4",0.0115,1
297,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
297,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
298,Random,Fixed_0.2,1.0,6
298,Degree,Fixed_0.2,1.0,4
298,Betweenness,Fixed_0.2,1.0,4
298,Random,Uniform,0.0245,3
298,Degree,Uniform,0.4825,23
298,Betweenness,Uniform,0.4745,16
298,Random,Beta_Low,1.0,16
298,Degree,Beta_Low,1.0,6
298,Betweenness,Beta_Low,1.0,6
298,Random,Beta_Mid,0.0175,3
298,Degree,Beta_Mid,0.298,17
298,Betweenness,Beta_Mid,0.29,11
298,Random,"Beta_High, Normal, Constant_0.4",0.012,1
298,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
298,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
299,Random,Fixed_0.2,1.0,10
299,Degree,Fixed_0.2,1.0,4
299,Betweenness,Fixed_0.2,1.0,4
299,Random,Uniform,0.0215,3
299,Degree,Uniform,0.4605,13
299,Betweenness,Uniform,0.4555,12
299,Random,Beta_Low,1.0,22
299,Degree,Beta_Low,1.0,6
299,Betweenness,Beta_Low,1.0,6
299,Random,Beta_Mid,0.0225,4
299,Degree,Beta_Mid,0.3655,12
299,Betweenness,Beta_Mid,0.368,12
299,Random,"Beta_High, Normal, Constant_0.4",0.0105,1
299,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
299,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
300,Random,Fixed_0.2,1.0,10
300,Degree,Fixed_0.2,1.0,4
300,Betweenness,Fixed_0.2,1.0,4
300,Random,Uniform,0.1335,14
300,Degree,Uniform,0.5405,13
300,Betweenness,Uniform,0.5195,12
300,Random,Beta_Low,1.0,24
300,Degree,Beta_Low,1.0,6
300,Betweenness,Beta_Low,1.0,6
300,Random,Beta_Mid,0.018,2
300,Degree,Beta_Mid,0.259,12
300,Betweenness,Beta_Mid,0.2545,12
300,Random,"Beta_High, Normal, Constant_0.4",0.0125,1
300,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
300,Betweenness,"Beta_High, Normal, Constant_0.4",0.2575,15
301,Random,Fixed_0.2,1.0,12
301,Degree,Fixed_0.2,1.0,4
301,Betweenness,Fixed_0.2,1.0,4
301,Random,Uniform,0.053,9
301,Degree,Uniform,0.4055,10
301,Betweenness,Uniform,0.397,9
301,Random,Beta_Low,1.0,12
301,Degree,Beta_Low,1.0,8
301,Betweenness,Beta_Low,1.0,8
301,Random,Beta_Mid,0.016,3
301,Degree,Beta_Mid,0.312,11
301,Betweenness,Beta_Mid,0.299,19
301,Random,"Beta_High, Normal, Constant_0.4",0.0105,1
301,Degree,"Beta_High, Normal, Constant_0.4",0.252,15
