Trial,Strategy,Threshold_Dist,Final_Fraction,TimeToConverge
2,Random,Beta_High,0.009957701797673598,0
2,Degree,Beta_High,0.011279520620373634,1
2,Betweenness,Beta_High,0.01075079309129362,1
3,Random,Beta_High,0.010045823052520268,1
3,Degree,Beta_High,0.01163200563976031,2
3,Betweenness,Beta_High,0.010927035600986958,1
4,Random,Beta_High,0.010045823052520268,1
4,Degree,Beta_High,0.01163200563976031,1
4,Betweenness,Beta_High,0.01083891434614029,1
0,Random,Beta_High,0.050493479027141346,1
0,Degree,Beta_High,0.07234755022911527,4
0,Betweenness,Beta_High,0.06300669721536835,3
1,Random,Beta_High,0.05040535777229468,1
1,Degree,Beta_High,0.07146633768064857,3
1,Betweenness,Beta_High,0.06256609094113501,3
2,Random,Beta_High,0.05075784279168136,2
2,Degree,Beta_High,0.07102573140641523,3
2,Betweenness,Beta_High,0.06291857596052168,3
3,Random,Beta_High,0.050493479027141346,1
3,Degree,Beta_High,0.06961579132886853,3
3,Betweenness,Beta_High,0.059746210786041594,2
4,Random,Beta_High,0.05014099400775467,1
4,Degree,Beta_High,0.0699682763482552,4
4,Betweenness,Beta_High,0.06221360592174833,6
0,Random,Normal,0.013570673246387029,3
0,Degree,Normal,0.9952414522382799,18
0,Betweenness,Normal,0.9952414522382799,21
1,Random,Normal,0.013218188227000353,2
1,Degree,Normal,0.9953295734931266,15
1,Betweenness,Normal,0.9953295734931266,18
2,Random,Normal,0.013835037010927035,5
2,Degree,Normal,0.9952414522382799,15
2,Betweenness,Normal,0.9952414522382799,18
3,Random,Normal,0.013041945717307015,4
3,Degree,Normal,0.9955939372576665,18
3,Betweenness,Normal,0.9955939372576665,23
4,Random,Normal,0.013130066972153683,3
4,Degree,Normal,0.9953295734931266,17
4,Betweenness,Normal,0.9953295734931266,22
0,Random,Normal,0.07534367289390201,15
0,Degree,Normal,0.9953295734931266,10
0,Betweenness,Normal,0.9955939372576665,9
1,Random,Normal,0.07014451885794853,11
1,Degree,Normal,0.9953295734931266,10
1,Betweenness,Normal,0.9955939372576665,10
2,Random,Normal,0.07296439901304194,10
2,Degree,Normal,0.9955939372576665,11
2,Betweenness,Normal,0.9958583010222065,12
3,Random,Normal,0.07992597814592879,12
3,Degree,Normal,0.9952414522382799,9
3,Betweenness,Normal,0.9955058160028198,9
4,Random,Normal,0.08301022206556222,9
4,Degree,Normal,0.9954176947479733,10
4,Betweenness,Normal,0.9956820585125132,11
0,Random,Constant_0.05,0.9955939372576665,5
0,Degree,Constant_0.05,0.9955939372576665,3
0,Betweenness,Constant_0.05,0.9955939372576665,4
1,Random,Constant_0.05,0.9955939372576665,5
1,Degree,Constant_0.05,0.9955939372576665,3
1,Betweenness,Constant_0.05,0.9955939372576665,4
2,Random,Constant_0.05,0.9957701797673599,5
2,Degree,Constant_0.05,0.9955939372576665,3
2,Betweenness,Constant_0.05,0.9955939372576665,4
3,Random,Constant_0.05,0.9956820585125132,5
3,Degree,Constant_0.05,0.9955939372576665,3
3,Betweenness,Constant_0.05,0.9955939372576665,4
4,Random,Constant_0.05,0.9955939372576665,6
4,Degree,Constant_0.05,0.9955939372576665,3
4,Betweenness,Constant_0.05,0.9955939372576665,4
0,Random,Constant_0.05,0.9957701797673599,4
0,Betweenness,Constant_0.05,0.9958583010222065,3
1,Random,Constant_0.05,0.9958583010222065,4
1,Betweenness,Constant_0.05,0.9958583010222065,3
2,Random,Constant_0.05,0.9956820585125132,3
2,Betweenness,Constant_0.05,0.9958583010222065,3
3,Random,Constant_0.05,0.9957701797673599,4
3,Betweenness,Constant_0.05,0.9958583010222065,3
4,Random,Constant_0.05,0.9959464222770532,4
4,Betweenness,Constant_0.05,0.9958583010222065,3
0,Random,Constant_0.1,0.9955939372576665,13
0,Degree,Constant_0.1,0.9955939372576665,5
0,Betweenness,Constant_0.1,0.9955939372576665,5
1,Random,Constant_0.1,0.9955939372576665,12
1,Degree,Constant_0.1,0.9955939372576665,5
1,Betweenness,Constant_0.1,0.9955939372576665,5
2,Random,Constant_0.1,0.9955939372576665,12
2,Degree,Constant_0.1,0.9955939372576665,5
2,Betweenness,Constant_0.1,0.9955939372576665,5
3,Random,Constant_0.1,0.9955939372576665,11
3,Degree,Constant_0.1,0.9955939372576665,5
3,Betweenness,Constant_0.1,0.9955939372576665,5
4,Random,Constant_0.1,0.9956820585125132,15
4,Degree,Constant_0.1,0.9955939372576665,5
4,Betweenness,Constant_0.1,0.9955939372576665,5
0,Random,Constant_0.1,0.9956820585125132,5
0,Degree,Constant_0.1,0.9955939372576665,4
0,Betweenness,Constant_0.1,0.9958583010222065,3
1,Random,Constant_0.1,0.9956820585125132,4
1,Degree,Constant_0.1,0.9955939372576665,4
1,Betweenness,Constant_0.1,0.9958583010222065,3
2,Random,Constant_0.1,0.9959464222770532,5
2,Degree,Constant_0.1,0.9955939372576665,4
2,Betweenness,Constant_0.1,0.9958583010222065,3
3,Random,Constant_0.1,0.9958583010222065,4
3,Degree,Constant_0.1,0.9955939372576665,4
3,Betweenness,Constant_0.1,0.9958583010222065,3
4,Random,Constant_0.1,0.9957701797673599,5
